key,state,cum_confirmed,cum_Deaths,date,State,positive,death,hospitalized,total,recovered,positiveIncrease,deathIncrease,hospitalizedIncrease,totalTestResultsIncrease,flag,daily_confirmed,daily_Deaths
20200706 Arizona,Arizona,101441,1810,2020-07-06,Arizona,101441,1810,5188,617841,11836,3352,1,27,13479,1,3653,117
20200705 Arizona,Arizona,98089,1809,2020-07-05,Arizona,98089,1809,5161,604362,11361,3536,4,93,14854,1,3352,1
20200704 Arizona,Arizona,94553,1805,2020-07-04,Arizona,94553,1805,5068,589508,10903,2695,17,50,11127,1,3536,4
20200703 Arizona,Arizona,91858,1788,2020-07-03,Arizona,91858,1788,5018,578381,10478,4433,31,102,17542,1,2695,17
20200702 Arizona,Arizona,87425,1757,2020-07-02,Arizona,87425,1757,4916,560839,10137,3333,37,79,11243,1,4433,31
20200701 Arizona,Arizona,84092,1720,2020-07-01,Arizona,84092,1720,4837,549596,9715,4877,88,101,17240,1,3333,37
20200630 Arizona,Arizona,79215,1632,2020-06-30,Arizona,79215,1632,4736,532356,9411,4682,44,102,20933,1,4877,88
20200629 Arizona,Arizona,74533,1588,2020-06-29,Arizona,74533,1588,4634,511423,9179,625,0,17,1527,1,4682,44
20200628 Arizona,Arizona,73908,1588,2020-06-28,Arizona,73908,1588,4617,509896,8926,3857,9,22,15149,1,625,0
20200627 Arizona,Arizona,70051,1579,2020-06-27,Arizona,70051,1579,4595,494747,8659,3503,44,81,14924,1,3857,9
20200626 Arizona,Arizona,66548,1535,2020-06-26,Arizona,66548,1535,4514,479823,8389,3518,45,108,15627,1,3503,44
20200625 Arizona,Arizona,63030,1490,2020-06-25,Arizona,63030,1490,4406,464196,8139,3056,27,93,15008,1,3518,45
20200624 Arizona,Arizona,59974,1463,2020-06-24,Arizona,59974,1463,4313,449188,7936,1795,79,58,8670,1,3056,27
20200623 Arizona,Arizona,58179,1384,2020-06-23,Arizona,58179,1384,4255,440518,7746,3593,42,0,10728,1,1795,79
20200622 Arizona,Arizona,54586,1342,2020-06-22,Arizona,54586,1342,4255,429790,7581,2196,3,0,10046,1,3593,42
20200621 Arizona,Arizona,52390,1339,2020-06-21,Arizona,52390,1339,4255,419744,7387,2592,1,3,14464,1,2196,3
20200620 Arizona,Arizona,49798,1338,2020-06-20,Arizona,49798,1338,4252,405280,7196,3109,26,6,13064,1,2592,1
20200619 Arizona,Arizona,46689,1312,2020-06-19,Arizona,46689,1312,4246,392216,7018,3246,41,5,12484,1,3109,26
20200618 Arizona,Arizona,43443,1271,2020-06-18,Arizona,43443,1271,4241,379732,6863,2519,32,17,13539,1,3246,41
20200617 Arizona,Arizona,40924,1239,2020-06-17,Arizona,40924,1239,4224,366193,6715,1827,20,15,11859,1,2519,32
20200616 Arizona,Arizona,39097,1219,2020-06-16,Arizona,39097,1219,4209,354334,6598,2392,25,27,9077,1,1827,20
20200615 Arizona,Arizona,36705,1194,2020-06-15,Arizona,36705,1194,4182,345257,6462,1014,8,34,7212,1,2392,25
20200614 Arizona,Arizona,35691,1186,2020-06-14,Arizona,35691,1186,4148,338045,6333,1233,3,33,9648,1,1014,8
20200613 Arizona,Arizona,34458,1183,2020-06-13,Arizona,34458,1183,4115,328397,6209,1540,39,36,5618,1,1233,3
20200612 Arizona,Arizona,32918,1144,2020-06-12,Arizona,32918,1144,4079,322779,5980,1654,17,38,13197,1,1540,39
20200611 Arizona,Arizona,31264,1127,2020-06-11,Arizona,31264,1127,4041,309582,5980,1412,32,41,9895,1,1654,17
20200610 Arizona,Arizona,29852,1095,2020-06-10,Arizona,29852,1095,4000,299687,5851,1556,25,41,6474,1,1412,32
20200609 Arizona,Arizona,28296,1070,2020-06-09,Arizona,28296,1070,3959,293213,5764,618,23,48,5132,1,1556,25
20200608 Arizona,Arizona,27678,1047,2020-06-08,Arizona,27678,1047,3911,288081,5639,789,3,64,6460,1,618,23
20200607 Arizona,Arizona,26889,1044,2020-06-07,Arizona,26889,1044,3847,281621,5517,1438,2,70,9975,1,789,3
20200606 Arizona,Arizona,25451,1042,2020-06-06,Arizona,25451,1042,3777,271646,5399,1119,30,65,7781,1,1438,2
20200605 Arizona,Arizona,24332,1012,2020-06-05,Arizona,24332,1012,3712,263865,5298,1579,16,70,14110,1,1119,30
20200604 Arizona,Arizona,22753,996,2020-06-04,Arizona,22753,996,3642,249755,5172,520,15,53,5230,1,1579,16
20200603 Arizona,Arizona,22233,981,2020-06-03,Arizona,22233,981,3589,244525,5076,983,40,69,6692,1,520,15
20200602 Arizona,Arizona,21250,941,2020-06-02,Arizona,21250,941,3520,237833,4967,1127,24,75,9763,1,983,40
20200601 Arizona,Arizona,20123,917,2020-06-01,Arizona,20123,917,3445,228070,4869,187,11,66,2864,1,1127,24
20200531 Arizona,Arizona,19936,906,2020-05-31,Arizona,19936,906,3379,225206,4761,681,3,45,8159,1,187,11
20200530 Arizona,Arizona,19255,903,2020-05-30,Arizona,19255,903,3334,217047,4657,790,18,53,7234,1,681,3
20200529 Arizona,Arizona,18465,885,2020-05-29,Arizona,18465,885,3281,209813,4551,702,28,58,6899,1,790,18
20200528 Arizona,Arizona,17763,857,2020-05-28,Arizona,17763,857,3223,202914,4452,501,26,51,6648,1,702,28
20200527 Arizona,Arizona,17262,831,2020-05-27,Arizona,17262,831,3172,196266,4361,479,24,50,5535,1,501,26
20200526 Arizona,Arizona,16783,807,2020-05-26,Arizona,16783,807,3122,190731,4297,222,1,45,2949,1,479,24
20200525 Arizona,Arizona,16561,806,2020-05-25,Arizona,16561,806,3077,187782,4204,222,6,51,4141,1,222,1
20200524 Arizona,Arizona,16339,800,2020-05-24,Arizona,16339,800,3026,183641,4132,300,1,42,3202,1,222,6
20200523 Arizona,Arizona,16039,799,2020-05-23,Arizona,16039,799,2984,180439,4033,431,24,41,4436,1,300,1
20200522 Arizona,Arizona,15608,775,2020-05-22,Arizona,15608,775,2943,176003,3949,293,12,58,4376,1,431,24
20200521 Arizona,Arizona,15315,763,2020-05-21,Arizona,15315,763,2885,171627,3872,418,16,49,6192,1,293,12
20200520 Arizona,Arizona,14897,747,2020-05-20,Arizona,14897,747,2836,165435,3773,331,43,36,3864,1,418,16
20200519 Arizona,Arizona,14566,704,2020-05-19,Arizona,14566,704,2800,161571,3693,396,18,43,5098,1,331,43
20200518 Arizona,Arizona,14170,686,2020-05-18,Arizona,14170,686,2757,156473,3570,233,6,54,4712,1,396,18
20200818 Arkansas,Arkansas,53487,619,2020-08-18,Arkansas,53487,619,3695,633062,46970,410,16,74,10600,,,
20200817 Arkansas,Arkansas,53077,603,2020-08-17,Arkansas,53077,603,3621,622462,46133,412,4,51,412,1,410,16
20200816 Arkansas,Arkansas,52665,599,2020-08-16,Arkansas,52665,599,3570,622050,45572,673,-1,8,33790,1,412,4
20200815 Arkansas,Arkansas,51992,600,2020-08-15,Arkansas,51992,600,3562,588260,44905,-400,13,-4,-400,1,673,0
20200814 Arkansas,Arkansas,52392,587,2020-08-14,Arkansas,52392,587,3566,588660,45446,626,5,0,5180,1,0,13
20200813 Arkansas,Arkansas,51766,582,2020-08-13,Arkansas,51766,582,3566,583480,44602,652,16,94,9909,1,626,5
20200812 Arkansas,Arkansas,51114,566,2020-08-12,Arkansas,51114,566,3472,573571,42998,703,0,71,703,1,652,16
20200811 Arkansas,Arkansas,50411,566,2020-08-11,Arkansas,50411,566,3401,572868,42998,383,11,65,3548,1,703,0
20200810 Arkansas,Arkansas,50028,555,2020-08-10,Arkansas,50028,555,3336,569320,42130,645,11,52,5489,1,383,11
20200809 Arkansas,Arkansas,49383,544,2020-08-09,Arkansas,49383,544,3284,563831,41452,1344,23,61,12308,1,645,11
20200808 Arkansas,Arkansas,48039,521,2020-08-08,Arkansas,48039,521,3223,551523,40360,0,0,55,0,1,1344,23
20200807 Arkansas,Arkansas,48039,521,2020-08-07,Arkansas,48039,521,3168,551523,40360,1011,6,50,11687,1,0,0
20200806 Arkansas,Arkansas,47028,515,2020-08-06,Arkansas,47028,515,3118,539836,39555,735,7,0,5025,1,1011,6
20200805 Arkansas,Arkansas,46293,508,2020-08-05,Arkansas,46293,508,3118,534811,38848,912,18,64,912,1,735,7
20200804 Arkansas,Arkansas,45381,490,2020-08-04,Arkansas,45381,490,3054,533899,38000,784,15,88,6499,1,912,18
20200803 Arkansas,Arkansas,44597,475,2020-08-03,Arkansas,44597,475,2966,527400,37240,1424,17,72,12819,1,784,15
20200802 Arkansas,Arkansas,43173,458,2020-08-02,Arkansas,43173,458,2894,514581,36034,0,-2,42,0,1,1424,17
20200801 Arkansas,Arkansas,43173,460,2020-08-01,Arkansas,43173,460,2852,514581,36034,662,7,0,11112,1,0,0
20200731 Arkansas,Arkansas,42511,453,2020-07-31,Arkansas,42511,453,2852,503469,35413,752,11,105,752,1,662,7
20200730 Arkansas,Arkansas,41759,442,2020-07-30,Arkansas,41759,442,2747,502717,34737,791,8,0,7112,1,752,11
20200729 Arkansas,Arkansas,40968,434,2020-07-29,Arkansas,40968,434,2747,495605,33938,787,6,61,5699,1,791,8
20200728 Arkansas,Arkansas,40181,428,2020-07-28,Arkansas,40181,428,2686,489906,33188,734,20,62,5015,1,787,6
20200727 Arkansas,Arkansas,39447,408,2020-07-27,Arkansas,39447,408,2624,484891,32365,824,7,82,7624,1,734,20
20200726 Arkansas,Arkansas,38623,401,2020-07-26,Arkansas,38623,401,2542,477267,31622,1374,7,181,15803,1,824,7
20200725 Arkansas,Arkansas,37249,394,2020-07-25,Arkansas,37249,394,2361,461464,29827,0,0,0,0,1,1374,7
20200724 Arkansas,Arkansas,37249,394,2020-07-24,Arkansas,37249,394,2361,461464,29827,990,8,0,14984,1,0,0
20200723 Arkansas,Arkansas,36259,386,2020-07-23,Arkansas,36259,386,2361,446480,28864,1013,6,44,6254,1,990,8
20200722 Arkansas,Arkansas,35246,380,2020-07-22,Arkansas,35246,380,2317,440226,27990,591,6,60,591,1,1013,6
20200721 Arkansas,Arkansas,34655,374,2020-07-21,Arkansas,34655,374,2257,439635,27283,728,17,55,6819,1,591,6
20200720 Arkansas,Arkansas,33927,357,2020-07-20,Arkansas,33927,357,2202,432816,26397,1394,0,25,13645,1,728,17
20200719 Arkansas,Arkansas,32533,357,2020-07-19,Arkansas,32533,357,2177,419171,25292,771,4,42,6166,1,1394,0
20200718 Arkansas,Arkansas,31762,353,2020-07-18,Arkansas,31762,353,2135,413005,24776,0,0,65,5508,1,771,4
20200717 Arkansas,Arkansas,31762,353,2020-07-17,Arkansas,31762,353,2070,407497,24776,648,12,76,6536,1,0,0
20200716 Arkansas,Arkansas,31114,341,2020-07-16,Arkansas,31114,341,1994,400961,24195,817,6,46,5185,1,648,12
20200715 Arkansas,Arkansas,30297,335,2020-07-15,Arkansas,30297,335,1948,395776,23523,564,4,76,5477,1,817,6
20200714 Arkansas,Arkansas,29733,331,2020-07-14,Arkansas,29733,331,1872,390299,22844,794,8,36,7325,1,564,4
20200713 Arkansas,Arkansas,28939,323,2020-07-13,Arkansas,28939,323,1836,382974,22106,572,2,14,572,1,794,8
20200712 Arkansas,Arkansas,28367,321,2020-07-12,Arkansas,28367,321,1822,382402,21591,1564,8,42,12753,1,572,2
20200711 Arkansas,Arkansas,26803,313,2020-07-11,Arkansas,26803,313,1780,369649,20642,0,0,37,4237,1,1564,8
20200710 Arkansas,Arkansas,26803,313,2020-07-10,Arkansas,26803,313,1743,365412,20642,751,4,38,751,1,0,0
20200709 Arkansas,Arkansas,26052,309,2020-07-09,Arkansas,26052,309,1705,364661,19992,1540,8,50,11389,1,751,4
20200708 Arkansas,Arkansas,24512,301,2020-07-08,Arkansas,24512,301,1655,353272,18725,0,9,51,2617,1,1540,8
20200707 Arkansas,Arkansas,24512,292,2020-07-07,Arkansas,24512,292,1604,350655,17834,259,0,29,5687,1,0,9
20200706 Arkansas,Arkansas,24253,292,2020-07-06,Arkansas,24253,292,1575,344968,17834,1044,6,39,6075,1,259,0
20200705 Arkansas,Arkansas,23209,286,2020-07-05,Arkansas,23209,286,1536,338893,16726,0,0,0,0,1,1044,6
20200704 Arkansas,Arkansas,23209,286,2020-07-04,Arkansas,23209,286,1536,338893,16726,587,5,19,7656,1,0,0
20200703 Arkansas,Arkansas,22622,281,2020-07-03,Arkansas,22622,281,1517,331237,16164,547,2,40,7250,1,587,5
20200702 Arkansas,Arkansas,22075,279,2020-07-02,Arkansas,22075,279,1477,323987,15698,878,2,29,9129,1,547,2
20200701 Arkansas,Arkansas,21197,277,2020-07-01,Arkansas,21197,277,1448,314858,15163,420,7,35,3655,1,878,2
20200630 Arkansas,Arkansas,20777,270,2020-06-30,Arkansas,20777,270,1413,311203,14531,520,5,33,8667,1,420,7
20200629 Arkansas,Arkansas,20257,265,2020-06-29,Arkansas,20257,265,1380,302536,14066,947,6,7,11314,1,520,5
20200628 Arkansas,Arkansas,19310,259,2020-06-28,Arkansas,19310,259,1373,291222,13270,570,10,36,7257,1,947,6
20200627 Arkansas,Arkansas,18740,249,2020-06-27,Arkansas,18740,249,1337,283965,12784,678,9,37,6585,1,570,10
20200626 Arkansas,Arkansas,18062,240,2020-06-26,Arkansas,18062,240,1300,277380,12127,0,0,55,0,1,678,9
20200625 Arkansas,Arkansas,18062,240,2020-06-25,Arkansas,18062,240,1245,277380,12127,687,0,31,5514,1,0,0
20200624 Arkansas,Arkansas,17375,240,2020-06-24,Arkansas,17375,240,1214,271866,11568,697,3,26,7374,1,687,0
20200623 Arkansas,Arkansas,16678,237,2020-06-23,Arkansas,16678,237,1188,264492,11220,595,10,24,8153,1,697,3
20200622 Arkansas,Arkansas,16083,227,2020-06-22,Arkansas,16083,227,1164,256339,10793,941,3,12,14105,1,595,10
20200621 Arkansas,Arkansas,15142,224,2020-06-21,Arkansas,15142,224,1152,242234,10082,0,0,52,0,1,941,3
20200620 Arkansas,Arkansas,15142,224,2020-06-20,Arkansas,15142,224,1100,242234,10082,511,10,0,7462,1,0,0
20200619 Arkansas,Arkansas,14631,214,2020-06-19,Arkansas,14631,214,1100,234772,9712,703,6,26,6338,1,511,10
20200618 Arkansas,Arkansas,13928,208,2020-06-18,Arkansas,13928,208,1074,228434,9376,322,11,22,7735,1,703,6
20200617 Arkansas,Arkansas,13606,197,2020-06-17,Arkansas,13606,197,1052,220699,8996,415,15,26,15133,1,322,11
20200616 Arkansas,Arkansas,13191,182,2020-06-16,Arkansas,13191,182,1026,205566,8352,274,0,23,1428,1,415,15
20200615 Arkansas,Arkansas,12917,182,2020-06-15,Arkansas,12917,182,1003,204138,8352,416,3,5,7149,1,274,0
20200614 Arkansas,Arkansas,12501,179,2020-06-14,Arkansas,12501,179,998,196989,8110,954,3,19,9972,1,416,3
20200613 Arkansas,Arkansas,11547,176,2020-06-13,Arkansas,11547,176,979,187017,7607,0,0,18,5895,1,954,3
20200612 Arkansas,Arkansas,11547,176,2020-06-12,Arkansas,11547,176,961,181122,7607,731,5,36,4457,1,0,0
20200611 Arkansas,Arkansas,10816,171,2020-06-11,Arkansas,10816,171,925,176665,7351,448,6,24,448,1,731,5
20200610 Arkansas,Arkansas,10368,165,2020-06-10,Arkansas,10368,165,901,176217,7116,288,4,36,10436,1,448,6
20200609 Arkansas,Arkansas,10080,161,2020-06-09,Arkansas,10080,161,865,165781,6875,340,6,21,5194,1,288,4
20200608 Arkansas,Arkansas,9740,155,2020-06-08,Arkansas,9740,155,844,160587,6424,314,1,0,314,1,340,6
20200607 Arkansas,Arkansas,9426,154,2020-06-07,Arkansas,9426,154,844,160273,6424,325,0,6,3516,1,314,1
20200606 Arkansas,Arkansas,9101,154,2020-06-06,Arkansas,9101,154,838,156757,6266,450,2,46,9146,1,325,0
20200605 Arkansas,Arkansas,8651,152,2020-06-05,Arkansas,8651,152,792,147611,5919,584,10,35,5131,1,450,2
20200604 Arkansas,Arkansas,8067,142,2020-06-04,Arkansas,8067,142,757,142480,5717,0,0,26,0,1,584,10
20200603 Arkansas,Arkansas,8067,142,2020-06-03,Arkansas,8067,142,731,142480,5717,624,9,13,9244,1,0,0
20200602 Arkansas,Arkansas,7443,133,2020-06-02,Arkansas,7443,133,718,133236,5401,0,0,7,0,1,624,9
20200601 Arkansas,Arkansas,7443,133,2020-06-01,Arkansas,7443,133,711,133236,5401,190,0,0,3721,1,0,0
20200531 Arkansas,Arkansas,7253,133,2020-05-31,Arkansas,7253,133,711,129515,5275,240,0,9,3018,1,190,0
20200530 Arkansas,Arkansas,7013,133,2020-05-30,Arkansas,7013,133,702,126497,5166,475,8,35,6729,1,240,0
20200529 Arkansas,Arkansas,6538,125,2020-05-29,Arkansas,6538,125,667,119768,4583,0,5,27,866,1,475,8
20200528 Arkansas,Arkansas,6538,120,2020-05-28,Arkansas,6538,120,640,118902,4583,261,0,13,3306,1,0,5
20200527 Arkansas,Arkansas,6277,120,2020-05-27,Arkansas,6277,120,627,115596,4424,97,1,10,3823,1,261,0
20200526 Arkansas,Arkansas,6180,119,2020-05-26,Arkansas,6180,119,617,111773,4332,151,2,12,151,1,97,1
20200525 Arkansas,Arkansas,6029,117,2020-05-25,Arkansas,6029,117,605,111622,4249,107,1,7,3041,1,151,2
20200524 Arkansas,Arkansas,5922,116,2020-05-24,Arkansas,5922,116,598,108581,4148,310,3,8,5534,1,107,1
20200523 Arkansas,Arkansas,5612,113,2020-05-23,Arkansas,5612,113,590,103047,4029,0,0,6,0,1,310,3
20200522 Arkansas,Arkansas,5612,113,2020-05-22,Arkansas,5612,113,584,103047,4029,154,3,49,3771,1,0,0
20200521 Arkansas,Arkansas,5458,110,2020-05-21,Arkansas,5458,110,535,99276,3915,455,3,0,3018,1,154,3
20200520 Arkansas,Arkansas,5003,107,2020-05-20,Arkansas,5003,107,535,96258,3852,80,5,0,2557,1,455,3
20200519 Arkansas,Arkansas,4923,102,2020-05-19,Arkansas,4923,102,535,93701,3739,110,2,5,8462,1,80,5
20200518 Arkansas,Arkansas,4813,100,2020-05-18,Arkansas,4813,100,530,85239,3645,54,2,10,54,1,110,2
20200818 California,California,632667,11342,2020-08-18,California,632667,11342,NA,10049039,NA,4636,100,0,115259,,,
20200817 California,California,628031,11242,2020-08-17,California,628031,11242,NA,9933780,NA,6469,18,0,135645,1,4636,100
20200816 California,California,621562,11224,2020-08-16,California,621562,11224,NA,9798135,NA,7873,77,0,117024,1,6469,18
20200815 California,California,613689,11147,2020-08-15,California,613689,11147,NA,9681111,NA,12614,151,0,124513,1,7873,77
20200814 California,California,601075,10996,2020-08-14,California,601075,10996,NA,9556598,NA,7934,188,0,111105,1,12614,151
20200813 California,California,593141,10808,2020-08-13,California,593141,10808,NA,9445493,NA,7085,160,0,142026,1,7934,188
20200812 California,California,586056,10648,2020-08-12,California,586056,10648,NA,9303467,NA,11645,180,0,117188,1,7085,160
20200811 California,California,574411,10468,2020-08-11,California,574411,10468,NA,9186279,NA,12500,109,0,187926,1,11645,180
20200810 California,California,561911,10359,2020-08-10,California,561911,10359,NA,8998353,NA,7751,66,0,172234,1,12500,109
20200809 California,California,554160,10293,2020-08-09,California,554160,10293,NA,8826119,NA,8373,104,0,118592,1,7751,66
20200808 California,California,545787,10189,2020-08-08,California,545787,10189,NA,8707527,NA,7371,178,0,110645,1,8373,104
20200807 California,California,538416,10011,2020-08-07,California,538416,10011,NA,8596882,NA,8436,142,0,96419,1,7371,178
20200806 California,California,529980,9869,2020-08-06,California,529980,9869,NA,8500463,NA,5258,166,0,91063,1,8436,142
20200805 California,California,524722,9703,2020-08-05,California,524722,9703,NA,8409400,NA,5295,202,0,103687,1,5258,166
20200804 California,California,519427,9501,2020-08-04,California,519427,9501,NA,8305713,NA,4526,113,0,121017,1,5295,202
20200803 California,California,514901,9388,2020-08-03,California,514901,9388,NA,8184696,NA,5739,32,0,148721,1,4526,113
20200802 California,California,509162,9356,2020-08-02,California,509162,9356,NA,8035975,NA,9032,132,0,149388,1,5739,32
20200801 California,California,500130,9224,2020-08-01,California,500130,9224,NA,7886587,NA,6542,219,0,75546,1,9032,132
20200731 California,California,493588,9005,2020-07-31,California,493588,9005,NA,7811041,NA,8086,96,0,177201,1,6542,219
20200730 California,California,485502,8909,2020-07-30,California,485502,8909,NA,7633840,NA,10197,194,0,116374,1,8086,96
20200729 California,California,475305,8715,2020-07-29,California,475305,8715,NA,7517466,NA,8755,197,0,99600,1,10197,194
20200728 California,California,466550,8518,2020-07-28,California,466550,8518,NA,7417866,NA,6000,73,0,121288,1,8755,197
20200727 California,California,460550,8445,2020-07-27,California,460550,8445,NA,7296578,NA,6891,29,0,128439,1,6000,73
20200726 California,California,453659,8416,2020-07-26,California,453659,8416,NA,7168139,NA,8259,79,0,120784,1,6891,29
20200725 California,California,445400,8337,2020-07-25,California,445400,8337,NA,7047355,NA,10066,151,0,131479,1,8259,79
20200724 California,California,435334,8186,2020-07-24,California,435334,8186,NA,6915876,NA,9718,159,0,137572,1,10066,151
20200723 California,California,425616,8027,2020-07-23,California,425616,8027,NA,6778304,NA,12040,157,0,113885,1,9718,159
20200722 California,California,413576,7870,2020-07-22,California,413576,7870,NA,6664419,NA,12807,115,0,127487,1,12040,157
20200721 California,California,400769,7755,2020-07-21,California,400769,7755,NA,6536932,NA,9231,61,0,122611,1,12807,115
20200720 California,California,391538,7694,2020-07-20,California,391538,7694,NA,6414321,NA,6846,9,0,127469,1,9231,61
20200719 California,California,384692,7685,2020-07-19,California,384692,7685,NA,6286852,NA,9329,90,0,119634,1,6846,9
20200718 California,California,375363,7595,2020-07-18,California,375363,7595,NA,6167218,NA,9199,120,0,123119,1,9329,90
20200717 California,California,366164,7475,2020-07-17,California,366164,7475,NA,6044099,NA,9986,130,0,128591,1,9199,120
20200716 California,California,356178,7345,2020-07-16,California,356178,7345,NA,5915508,NA,8544,118,0,122232,1,9986,130
20200715 California,California,347634,7227,2020-07-15,California,347634,7227,NA,5793276,NA,11126,140,0,118321,1,8544,118
20200714 California,California,336508,7087,2020-07-14,California,336508,7087,NA,5674955,NA,7346,47,0,130590,1,11126,140
20200713 California,California,329162,7040,2020-07-13,California,329162,7040,NA,5544365,NA,8358,23,0,137766,1,7346,47
20200712 California,California,320804,7017,2020-07-12,California,320804,7017,NA,5406599,NA,8460,72,0,130904,1,8358,23
20200711 California,California,312344,6945,2020-07-11,California,312344,6945,NA,5275695,NA,8047,94,0,99958,1,8460,72
20200710 California,California,304297,6851,2020-07-10,California,304297,6851,NA,5175737,NA,7798,140,0,97303,1,8047,94
20200709 California,California,296499,6711,2020-07-09,California,296499,6711,NA,5078434,NA,7031,149,0,82259,1,7798,140
20200708 California,California,289468,6562,2020-07-08,California,289468,6562,NA,4996175,NA,11694,114,0,99805,1,7031,149
20200707 California,California,277774,6448,2020-07-07,California,277774,6448,NA,4896370,NA,6090,111,0,103017,1,11694,114
20200706 California,California,271684,6337,2020-07-06,California,271684,6337,NA,4793353,NA,5699,6,0,113215,1,6090,111
20200705 California,California,265985,6331,2020-07-05,California,265985,6331,NA,4680138,NA,8597,18,0,127107,1,5699,6
20200704 California,California,257388,6313,2020-07-04,California,257388,6313,NA,4553031,NA,9153,50,0,104855,1,8597,18
20200703 California,California,248235,6263,2020-07-03,California,248235,6263,NA,4448176,NA,5688,100,0,109458,1,9153,50
20200702 California,California,242547,6163,2020-07-02,California,242547,6163,NA,4338718,NA,6408,73,0,84542,1,5688,100
20200701 California,California,236139,6090,2020-07-01,California,236139,6090,NA,4254176,NA,7407,110,0,87037,1,6408,73
20200630 California,California,228732,5980,2020-06-30,California,228732,5980,NA,4167139,NA,9480,44,0,105447,1,7407,110
20200629 California,California,219252,5936,2020-06-29,California,219252,5936,NA,4061692,NA,8009,31,0,105740,1,9480,44
20200628 California,California,211243,5905,2020-06-28,California,211243,5905,NA,3955952,NA,4810,33,0,93642,1,8009,31
