"state","county","county_full","neighbor_state","neighbor_county","neighbor_county_full"
"AL","St. Clair","St. Clair-AL","AL","Jefferson","Jefferson-AL"
"AL","St. Clair","St. Clair-AL","AL","St. Clair","St. Clair-AL"
"AL","St. Clair","St. Clair-AL","AL","Shelby","Shelby-AL"
"AL","St. Clair","St. Clair-AL","AL","Talladega","Talladega-AL"
"AL","Shelby","Shelby-AL","AL","Bibb","Bibb-AL"
"AL","Shelby","Shelby-AL","AL","Chilton","Chilton-AL"
"AL","Shelby","Shelby-AL","AL","Coosa","Coosa-AL"
"AL","Shelby","Shelby-AL","AL","Jefferson","Jefferson-AL"
"AL","Shelby","Shelby-AL","AL","St. Clair","St. Clair-AL"
"AL","Shelby","Shelby-AL","AL","Shelby","Shelby-AL"
"AL","Shelby","Shelby-AL","AL","Talladega","Talladega-AL"
"AL","Sumter","Sumter-AL","AL","Choctaw","Choctaw-AL"
"AL","Sumter","Sumter-AL","AL","Greene","Greene-AL"
"AL","Sumter","Sumter-AL","AL","Marengo","Marengo-AL"
"AL","Sumter","Sumter-AL","AL","Pickens","Pickens-AL"
"AL","Sumter","Sumter-AL","AL","Sumter","Sumter-AL"
"AL","Sumter","Sumter-AL","MS","Kemper","Kemper-MS"
"AL","Sumter","Sumter-AL","MS","Lauderdale","Lauderdale-MS"
"AL","Sumter","Sumter-AL","MS","Noxubee","Noxubee-MS"
"AL","Talladega","Talladega-AL","AL","Calhoun","Calhoun-AL"
"AL","Talladega","Talladega-AL","AL","Clay","Clay-AL"
"AL","Talladega","Talladega-AL","AL","Cleburne","Cleburne-AL"
"AL","Talladega","Talladega-AL","AL","Coosa","Coosa-AL"
"AL","Talladega","Talladega-AL","AL","St. Clair","St. Clair-AL"
"AL","Talladega","Talladega-AL","AL","Shelby","Shelby-AL"
"AL","Talladega","Talladega-AL","AL","Talladega","Talladega-AL"
"AL","Tallapoosa","Tallapoosa-AL","AL","Chambers","Chambers-AL"
"AL","Tallapoosa","Tallapoosa-AL","AL","Clay","Clay-AL"
"AL","Tallapoosa","Tallapoosa-AL","AL","Coosa","Coosa-AL"
"AL","Tallapoosa","Tallapoosa-AL","AL","Elmore","Elmore-AL"
"AL","Tallapoosa","Tallapoosa-AL","AL","Lee","Lee-AL"
"AL","Tallapoosa","Tallapoosa-AL","AL","Macon","Macon-AL"
"AL","Tallapoosa","Tallapoosa-AL","AL","Randolph","Randolph-AL"
"AL","Tallapoosa","Tallapoosa-AL","AL","Tallapoosa","Tallapoosa-AL"
"AL","Tuscaloosa","Tuscaloosa-AL","AL","Bibb","Bibb-AL"
"AL","Tuscaloosa","Tuscaloosa-AL","AL","Fayette","Fayette-AL"
"AL","Tuscaloosa","Tuscaloosa-AL","AL","Greene","Greene-AL"
"AL","Tuscaloosa","Tuscaloosa-AL","AL","Hale","Hale-AL"
"AL","Tuscaloosa","Tuscaloosa-AL","AL","Jefferson","Jefferson-AL"
"AL","Tuscaloosa","Tuscaloosa-AL","AL","Pickens","Pickens-AL"
"AL","Tuscaloosa","Tuscaloosa-AL","AL","Tuscaloosa","Tuscaloosa-AL"
"AL","Tuscaloosa","Tuscaloosa-AL","AL","Walker","Walker-AL"
"AL","Walker","Walker-AL","AL","Blount","Blount-AL"
"AL","Walker","Walker-AL","AL","Cullman","Cullman-AL"
"AL","Walker","Walker-AL","AL","Fayette","Fayette-AL"
"AL","Walker","Walker-AL","AL","Jefferson","Jefferson-AL"
"AL","Walker","Walker-AL","AL","Marion","Marion-AL"
"AL","Walker","Walker-AL","AL","Tuscaloosa","Tuscaloosa-AL"
"AL","Walker","Walker-AL","AL","Walker","Walker-AL"
"AL","Walker","Walker-AL","AL","Winston","Winston-AL"
"AL","Washington","Washington-AL","AL","Baldwin","Baldwin-AL"
"AL","Washington","Washington-AL","AL","Choctaw","Choctaw-AL"
"AL","Washington","Washington-AL","AL","Clarke","Clarke-AL"
"AL","Washington","Washington-AL","AL","Mobile","Mobile-AL"
"AL","Washington","Washington-AL","AL","Washington","Washington-AL"
"AL","Washington","Washington-AL","MS","Greene","Greene-MS"
"AL","Washington","Washington-AL","MS","Wayne","Wayne-MS"
"AL","Wilcox","Wilcox-AL","AL","Butler","Butler-AL"
"AL","Wilcox","Wilcox-AL","AL","Clarke","Clarke-AL"
"AL","Wilcox","Wilcox-AL","AL","Dallas","Dallas-AL"
"AL","Wilcox","Wilcox-AL","AL","Lowndes","Lowndes-AL"
"AL","Wilcox","Wilcox-AL","AL","Marengo","Marengo-AL"
"AL","Wilcox","Wilcox-AL","AL","Monroe","Monroe-AL"
"AL","Wilcox","Wilcox-AL","AL","Wilcox","Wilcox-AL"
"AL","Winston","Winston-AL","AL","Cullman","Cullman-AL"
"AL","Winston","Winston-AL","AL","Franklin","Franklin-AL"
"AL","Winston","Winston-AL","AL","Lawrence","Lawrence-AL"
"AL","Winston","Winston-AL","AL","Marion","Marion-AL"
"AL","Winston","Winston-AL","AL","Walker","Walker-AL"
"AL","Winston","Winston-AL","AL","Winston","Winston-AL"
"AK","Aleutians East Borough","Aleutians East Borough-AK","AK","Aleutians East Borough","Aleutians East Borough-AK"
"AK","Aleutians East Borough","Aleutians East Borough-AK","AK","Aleutians West Census Area","Aleutians West Census Area-AK"
"AK","Aleutians East Borough","Aleutians East Borough-AK","AK","Lake and Peninsula Borough","Lake and Peninsula Borough-AK"
"AK","Aleutians West Census Area","Aleutians West Census Area-AK","AK","Aleutians East Borough","Aleutians East Borough-AK"
"AK","Aleutians West Census Area","Aleutians West Census Area-AK","AK","Aleutians West Census Area","Aleutians West Census Area-AK"
"AK","Anchorage Municipality","Anchorage Municipality-AK","AK","Anchorage Municipality","Anchorage Municipality-AK"
"AK","Anchorage Municipality","Anchorage Municipality-AK","AK","Kenai Peninsula Borough","Kenai Peninsula Borough-AK"
"AK","Anchorage Municipality","Anchorage Municipality-AK","AK","Matanuska-Susitna Borough","Matanuska-Susitna Borough-AK"
"AK","Anchorage Municipality","Anchorage Municipality-AK","AK","Valdez-Cordova Census Area","Valdez-Cordova Census Area-AK"
"AK","Bethel Census Area","Bethel Census Area-AK","AK","Bethel Census Area","Bethel Census Area-AK"
"AK","Bethel Census Area","Bethel Census Area-AK","AK","Dillingham Census Area","Dillingham Census Area-AK"
"AK","Bethel Census Area","Bethel Census Area-AK","AK","Kenai Peninsula Borough","Kenai Peninsula Borough-AK"
"AK","Bethel Census Area","Bethel Census Area-AK","AK","Lake and Peninsula Borough","Lake and Peninsula Borough-AK"
"AK","Bethel Census Area","Bethel Census Area-AK","AK","Matanuska-Susitna Borough","Matanuska-Susitna Borough-AK"
"AK","Bethel Census Area","Bethel Census Area-AK","AK","Wade Hampton Census Area","Wade Hampton Census Area-AK"
"AK","Bethel Census Area","Bethel Census Area-AK","AK","Yukon-Koyukuk Census Area","Yukon-Koyukuk Census Area-AK"
"AK","Bristol Bay Borough","Bristol Bay Borough-AK","AK","Bristol Bay Borough","Bristol Bay Borough-AK"
"AK","Bristol Bay Borough","Bristol Bay Borough-AK","AK","Dillingham Census Area","Dillingham Census Area-AK"
"AK","Bristol Bay Borough","Bristol Bay Borough-AK","AK","Lake and Peninsula Borough","Lake and Peninsula Borough-AK"
"AK","Denali Borough","Denali Borough-AK","AK","Denali Borough","Denali Borough-AK"
"AK","Denali Borough","Denali Borough-AK","AK","Fairbanks North Star Borough","Fairbanks North Star Borough-AK"
"AK","Denali Borough","Denali Borough-AK","AK","Matanuska-Susitna Borough","Matanuska-Susitna Borough-AK"
"AK","Denali Borough","Denali Borough-AK","AK","Southeast Fairbanks Census Area","Southeast Fairbanks Census Area-AK"
"AK","Denali Borough","Denali Borough-AK","AK","Yukon-Koyukuk Census Area","Yukon-Koyukuk Census Area-AK"
"AK","Dillingham Census Area","Dillingham Census Area-AK","AK","Bethel Census Area","Bethel Census Area-AK"
"AK","Dillingham Census Area","Dillingham Census Area-AK","AK","Bristol Bay Borough","Bristol Bay Borough-AK"
"AK","Dillingham Census Area","Dillingham Census Area-AK","AK","Dillingham Census Area","Dillingham Census Area-AK"
"AK","Dillingham Census Area","Dillingham Census Area-AK","AK","Lake and Peninsula Borough","Lake and Peninsula Borough-AK"
"AK","Fairbanks North Star Borough","Fairbanks North Star Borough-AK","AK","Denali Borough","Denali Borough-AK"
"AK","Fairbanks North Star Borough","Fairbanks North Star Borough-AK","AK","Fairbanks North Star Borough","Fairbanks North Star Borough-AK"
"AK","Fairbanks North Star Borough","Fairbanks North Star Borough-AK","AK","Southeast Fairbanks Census Area","Southeast Fairbanks Census Area-AK"
"AK","Fairbanks North Star Borough","Fairbanks North Star Borough-AK","AK","Yukon-Koyukuk Census Area","Yukon-Koyukuk Census Area-AK"
"AK","Haines Borough","Haines Borough-AK","AK","Haines Borough","Haines Borough-AK"
"AK","Haines Borough","Haines Borough-AK","AK","Hoonah-Angoon Census Area","Hoonah-Angoon Census Area-AK"
"AK","Haines Borough","Haines Borough-AK","AK","Juneau City and Borough","Juneau City and Borough-AK"
"AK","Haines Borough","Haines Borough-AK","AK","Skagway Municipality","Skagway Municipality-AK"
"AK","Hoonah-Angoon Census Area","Hoonah-Angoon Census Area-AK","AK","Haines Borough","Haines Borough-AK"
"AK","Hoonah-Angoon Census Area","Hoonah-Angoon Census Area-AK","AK","Hoonah-Angoon Census Area","Hoonah-Angoon Census Area-AK"
"AK","Hoonah-Angoon Census Area","Hoonah-Angoon Census Area-AK","AK","Juneau City and Borough","Juneau City and Borough-AK"
"AK","Hoonah-Angoon Census Area","Hoonah-Angoon Census Area-AK","AK","Petersburg Census Area","Petersburg Census Area-AK"
"AK","Hoonah-Angoon Census Area","Hoonah-Angoon Census Area-AK","AK","Sitka City and Borough","Sitka City and Borough-AK"
"AK","Hoonah-Angoon Census Area","Hoonah-Angoon Census Area-AK","AK","Yakutat City and Borough","Yakutat City and Borough-AK"
"AK","Juneau City and Borough","Juneau City and Borough-AK","AK","Haines Borough","Haines Borough-AK"
"AK","Juneau City and Borough","Juneau City and Borough-AK","AK","Hoonah-Angoon Census Area","Hoonah-Angoon Census Area-AK"
"AK","Juneau City and Borough","Juneau City and Borough-AK","AK","Juneau City and Borough","Juneau City and Borough-AK"
"AK","Kenai Peninsula Borough","Kenai Peninsula Borough-AK","AK","Anchorage Municipality","Anchorage Municipality-AK"
"AK","Kenai Peninsula Borough","Kenai Peninsula Borough-AK","AK","Bethel Census Area","Bethel Census Area-AK"
"AK","Kenai Peninsula Borough","Kenai Peninsula Borough-AK","AK","Kenai Peninsula Borough","Kenai Peninsula Borough-AK"
"AK","Kenai Peninsula Borough","Kenai Peninsula Borough-AK","AK","Kodiak Island Borough","Kodiak Island Borough-AK"
"AK","Kenai Peninsula Borough","Kenai Peninsula Borough-AK","AK","Lake and Peninsula Borough","Lake and Peninsula Borough-AK"
"AK","Kenai Peninsula Borough","Kenai Peninsula Borough-AK","AK","Matanuska-Susitna Borough","Matanuska-Susitna Borough-AK"
"AK","Kenai Peninsula Borough","Kenai Peninsula Borough-AK","AK","Valdez-Cordova Census Area","Valdez-Cordova Census Area-AK"
"AK","Ketchikan Gateway Borough","Ketchikan Gateway Borough-AK","AK","Ketchikan Gateway Borough","Ketchikan Gateway Borough-AK"
"AK","Ketchikan Gateway Borough","Ketchikan Gateway Borough-AK","AK","Prince of Wales-Hyder Census Area","Prince of Wales-Hyder Census Area-AK"
"AK","Ketchikan Gateway Borough","Ketchikan Gateway Borough-AK","AK","Wrangell City and Borough","Wrangell City and Borough-AK"
"AK","Kodiak Island Borough","Kodiak Island Borough-AK","AK","Kenai Peninsula Borough","Kenai Peninsula Borough-AK"
"AK","Kodiak Island Borough","Kodiak Island Borough-AK","AK","Kodiak Island Borough","Kodiak Island Borough-AK"
"AK","Kodiak Island Borough","Kodiak Island Borough-AK","AK","Lake and Peninsula Borough","Lake and Peninsula Borough-AK"
"AK","Lake and Peninsula Borough","Lake and Peninsula Borough-AK","AK","Aleutians East Borough","Aleutians East Borough-AK"
"AK","Lake and Peninsula Borough","Lake and Peninsula Borough-AK","AK","Bethel Census Area","Bethel Census Area-AK"
"AK","Lake and Peninsula Borough","Lake and Peninsula Borough-AK","AK","Bristol Bay Borough","Bristol Bay Borough-AK"
"AK","Lake and Peninsula Borough","Lake and Peninsula Borough-AK","AK","Dillingham Census Area","Dillingham Census Area-AK"
"AK","Lake and Peninsula Borough","Lake and Peninsula Borough-AK","AK","Kenai Peninsula Borough","Kenai Peninsula Borough-AK"
"AK","Lake and Peninsula Borough","Lake and Peninsula Borough-AK","AK","Kodiak Island Borough","Kodiak Island Borough-AK"
"AK","Lake and Peninsula Borough","Lake and Peninsula Borough-AK","AK","Lake and Peninsula Borough","Lake and Peninsula Borough-AK"
"AK","Matanuska-Susitna Borough","Matanuska-Susitna Borough-AK","AK","Anchorage Municipality","Anchorage Municipality-AK"
"AK","Matanuska-Susitna Borough","Matanuska-Susitna Borough-AK","AK","Bethel Census Area","Bethel Census Area-AK"
"AK","Matanuska-Susitna Borough","Matanuska-Susitna Borough-AK","AK","Denali Borough","Denali Borough-AK"
"AK","Matanuska-Susitna Borough","Matanuska-Susitna Borough-AK","AK","Kenai Peninsula Borough","Kenai Peninsula Borough-AK"
"AK","Matanuska-Susitna Borough","Matanuska-Susitna Borough-AK","AK","Matanuska-Susitna Borough","Matanuska-Susitna Borough-AK"
"AK","Matanuska-Susitna Borough","Matanuska-Susitna Borough-AK","AK","Southeast Fairbanks Census Area","Southeast Fairbanks Census Area-AK"
"AK","Matanuska-Susitna Borough","Matanuska-Susitna Borough-AK","AK","Valdez-Cordova Census Area","Valdez-Cordova Census Area-AK"
"AK","Matanuska-Susitna Borough","Matanuska-Susitna Borough-AK","AK","Yukon-Koyukuk Census Area","Yukon-Koyukuk Census Area-AK"
"AK","Nome Census Area","Nome Census Area-AK","AK","Nome Census Area","Nome Census Area-AK"
"AK","Nome Census Area","Nome Census Area-AK","AK","Northwest Arctic Borough","Northwest Arctic Borough-AK"
"AK","Nome Census Area","Nome Census Area-AK","AK","Wade Hampton Census Area","Wade Hampton Census Area-AK"
"AK","Nome Census Area","Nome Census Area-AK","AK","Yukon-Koyukuk Census Area","Yukon-Koyukuk Census Area-AK"
"AK","North Slope Borough","North Slope Borough-AK","AK","North Slope Borough","North Slope Borough-AK"
"AK","North Slope Borough","North Slope Borough-AK","AK","Northwest Arctic Borough","Northwest Arctic Borough-AK"
"AK","North Slope Borough","North Slope Borough-AK","AK","Yukon-Koyukuk Census Area","Yukon-Koyukuk Census Area-AK"
"AK","Northwest Arctic Borough","Northwest Arctic Borough-AK","AK","Nome Census Area","Nome Census Area-AK"
"AK","Northwest Arctic Borough","Northwest Arctic Borough-AK","AK","North Slope Borough","North Slope Borough-AK"
"AK","Northwest Arctic Borough","Northwest Arctic Borough-AK","AK","Northwest Arctic Borough","Northwest Arctic Borough-AK"
"AK","Northwest Arctic Borough","Northwest Arctic Borough-AK","AK","Yukon-Koyukuk Census Area","Yukon-Koyukuk Census Area-AK"
"AK","Petersburg Census Area","Petersburg Census Area-AK","AK","Hoonah-Angoon Census Area","Hoonah-Angoon Census Area-AK"
"AK","Petersburg Census Area","Petersburg Census Area-AK","AK","Petersburg Census Area","Petersburg Census Area-AK"
"AK","Petersburg Census Area","Petersburg Census Area-AK","AK","Prince of Wales-Hyder Census Area","Prince of Wales-Hyder Census Area-AK"
"AK","Petersburg Census Area","Petersburg Census Area-AK","AK","Sitka City and Borough","Sitka City and Borough-AK"
"AK","Petersburg Census Area","Petersburg Census Area-AK","AK","Wrangell City and Borough","Wrangell City and Borough-AK"
"AK","Prince of Wales-Hyder Census Area","Prince of Wales-Hyder Census Area-AK","AK","Ketchikan Gateway Borough","Ketchikan Gateway Borough-AK"
"AK","Prince of Wales-Hyder Census Area","Prince of Wales-Hyder Census Area-AK","AK","Petersburg Census Area","Petersburg Census Area-AK"
"AK","Prince of Wales-Hyder Census Area","Prince of Wales-Hyder Census Area-AK","AK","Prince of Wales-Hyder Census Area","Prince of Wales-Hyder Census Area-AK"
"AK","Prince of Wales-Hyder Census Area","Prince of Wales-Hyder Census Area-AK","AK","Wrangell City and Borough","Wrangell City and Borough-AK"
"AK","Sitka City and Borough","Sitka City and Borough-AK","AK","Hoonah-Angoon Census Area","Hoonah-Angoon Census Area-AK"
"AK","Sitka City and Borough","Sitka City and Borough-AK","AK","Petersburg Census Area","Petersburg Census Area-AK"
"AK","Sitka City and Borough","Sitka City and Borough-AK","AK","Sitka City and Borough","Sitka City and Borough-AK"
"AK","Skagway Municipality","Skagway Municipality-AK","AK","Haines Borough","Haines Borough-AK"
"AK","Skagway Municipality","Skagway Municipality-AK","AK","Skagway Municipality","Skagway Municipality-AK"
"AK","Southeast Fairbanks Census Area","Southeast Fairbanks Census Area-AK","AK","Denali Borough","Denali Borough-AK"
"AK","Southeast Fairbanks Census Area","Southeast Fairbanks Census Area-AK","AK","Fairbanks North Star Borough","Fairbanks North Star Borough-AK"
"AK","Southeast Fairbanks Census Area","Southeast Fairbanks Census Area-AK","AK","Matanuska-Susitna Borough","Matanuska-Susitna Borough-AK"
"AK","Southeast Fairbanks Census Area","Southeast Fairbanks Census Area-AK","AK","Southeast Fairbanks Census Area","Southeast Fairbanks Census Area-AK"
"AK","Southeast Fairbanks Census Area","Southeast Fairbanks Census Area-AK","AK","Valdez-Cordova Census Area","Valdez-Cordova Census Area-AK"
"AK","Southeast Fairbanks Census Area","Southeast Fairbanks Census Area-AK","AK","Yukon-Koyukuk Census Area","Yukon-Koyukuk Census Area-AK"
"AK","Valdez-Cordova Census Area","Valdez-Cordova Census Area-AK","AK","Anchorage Municipality","Anchorage Municipality-AK"
"AK","Valdez-Cordova Census Area","Valdez-Cordova Census Area-AK","AK","Kenai Peninsula Borough","Kenai Peninsula Borough-AK"
"AK","Valdez-Cordova Census Area","Valdez-Cordova Census Area-AK","AK","Matanuska-Susitna Borough","Matanuska-Susitna Borough-AK"
"AK","Valdez-Cordova Census Area","Valdez-Cordova Census Area-AK","AK","Southeast Fairbanks Census Area","Southeast Fairbanks Census Area-AK"
"AK","Valdez-Cordova Census Area","Valdez-Cordova Census Area-AK","AK","Valdez-Cordova Census Area","Valdez-Cordova Census Area-AK"
"AK","Valdez-Cordova Census Area","Valdez-Cordova Census Area-AK","AK","Yakutat City and Borough","Yakutat City and Borough-AK"
"AK","Wade Hampton Census Area","Wade Hampton Census Area-AK","AK","Bethel Census Area","Bethel Census Area-AK"
"AK","Wade Hampton Census Area","Wade Hampton Census Area-AK","AK","Nome Census Area","Nome Census Area-AK"
"AK","Wade Hampton Census Area","Wade Hampton Census Area-AK","AK","Wade Hampton Census Area","Wade Hampton Census Area-AK"
"AK","Wade Hampton Census Area","Wade Hampton Census Area-AK","AK","Yukon-Koyukuk Census Area","Yukon-Koyukuk Census Area-AK"
"AK","Wrangell City and Borough","Wrangell City and Borough-AK","AK","Ketchikan Gateway Borough","Ketchikan Gateway Borough-AK"
"AK","Wrangell City and Borough","Wrangell City and Borough-AK","AK","Petersburg Census Area","Petersburg Census Area-AK"
"AK","Wrangell City and Borough","Wrangell City and Borough-AK","AK","Prince of Wales-Hyder Census Area","Prince of Wales-Hyder Census Area-AK"
"AK","Wrangell City and Borough","Wrangell City and Borough-AK","AK","Wrangell City and Borough","Wrangell City and Borough-AK"
"AK","Yakutat City and Borough","Yakutat City and Borough-AK","AK","Hoonah-Angoon Census Area","Hoonah-Angoon Census Area-AK"
"AK","Yakutat City and Borough","Yakutat City and Borough-AK","AK","Valdez-Cordova Census Area","Valdez-Cordova Census Area-AK"
"AK","Yakutat City and Borough","Yakutat City and Borough-AK","AK","Yakutat City and Borough","Yakutat City and Borough-AK"
"AK","Yukon-Koyukuk Census Area","Yukon-Koyukuk Census Area-AK","AK","Bethel Census Area","Bethel Census Area-AK"
"AK","Yukon-Koyukuk Census Area","Yukon-Koyukuk Census Area-AK","AK","Denali Borough","Denali Borough-AK"
"AK","Yukon-Koyukuk Census Area","Yukon-Koyukuk Census Area-AK","AK","Fairbanks North Star Borough","Fairbanks North Star Borough-AK"
"AK","Yukon-Koyukuk Census Area","Yukon-Koyukuk Census Area-AK","AK","Matanuska-Susitna Borough","Matanuska-Susitna Borough-AK"
"AK","Yukon-Koyukuk Census Area","Yukon-Koyukuk Census Area-AK","AK","Nome Census Area","Nome Census Area-AK"
"AK","Yukon-Koyukuk Census Area","Yukon-Koyukuk Census Area-AK","AK","North Slope Borough","North Slope Borough-AK"
"AK","Yukon-Koyukuk Census Area","Yukon-Koyukuk Census Area-AK","AK","Northwest Arctic Borough","Northwest Arctic Borough-AK"
"AK","Yukon-Koyukuk Census Area","Yukon-Koyukuk Census Area-AK","AK","Southeast Fairbanks Census Area","Southeast Fairbanks Census Area-AK"
"AK","Yukon-Koyukuk Census Area","Yukon-Koyukuk Census Area-AK","AK","Wade Hampton Census Area","Wade Hampton Census Area-AK"
"AK","Yukon-Koyukuk Census Area","Yukon-Koyukuk Census Area-AK","AK","Yukon-Koyukuk Census Area","Yukon-Koyukuk Census Area-AK"
"AZ","Apache","Apache-AZ","AZ","Apache","Apache-AZ"
"AZ","Apache","Apache-AZ","AZ","Graham","Graham-AZ"
"AZ","Apache","Apache-AZ","AZ","Greenlee","Greenlee-AZ"
"AZ","Apache","Apache-AZ","AZ","Navajo","Navajo-AZ"
"AZ","Apache","Apache-AZ","CO","Montezuma","Montezuma-CO"
"AZ","Apache","Apache-AZ","NM","Catron","Catron-NM"
"AZ","Apache","Apache-AZ","NM","Cibola","Cibola-NM"
"AZ","Apache","Apache-AZ","NM","McKinley","McKinley-NM"
"AZ","Apache","Apache-AZ","NM","San Juan","San Juan-NM"
"AZ","Apache","Apache-AZ","UT","San Juan","San Juan-UT"
"AZ","Cochise","Cochise-AZ","AZ","Cochise","Cochise-AZ"
"AZ","Cochise","Cochise-AZ","AZ","Graham","Graham-AZ"
"AZ","Cochise","Cochise-AZ","AZ","Greenlee","Greenlee-AZ"
"AZ","Cochise","Cochise-AZ","AZ","Pima","Pima-AZ"
"AZ","Cochise","Cochise-AZ","AZ","Santa Cruz","Santa Cruz-AZ"
"AZ","Cochise","Cochise-AZ","NM","Hidalgo","Hidalgo-NM"
"AZ","Coconino","Coconino-AZ","AZ","Coconino","Coconino-AZ"
"AZ","Coconino","Coconino-AZ","AZ","Gila","Gila-AZ"
"AZ","Coconino","Coconino-AZ","AZ","Mohave","Mohave-AZ"
"AZ","Coconino","Coconino-AZ","AZ","Navajo","Navajo-AZ"
"AZ","Coconino","Coconino-AZ","AZ","Yavapai","Yavapai-AZ"
"AZ","Coconino","Coconino-AZ","UT","Kane","Kane-UT"
"AZ","Coconino","Coconino-AZ","UT","San Juan","San Juan-UT"
"AZ","Gila","Gila-AZ","AZ","Coconino","Coconino-AZ"
"AZ","Gila","Gila-AZ","AZ","Gila","Gila-AZ"
"AZ","Gila","Gila-AZ","AZ","Graham","Graham-AZ"
"AZ","Gila","Gila-AZ","AZ","Maricopa","Maricopa-AZ"
"AZ","Gila","Gila-AZ","AZ","Navajo","Navajo-AZ"
"AZ","Gila","Gila-AZ","AZ","Pinal","Pinal-AZ"
"AZ","Gila","Gila-AZ","AZ","Yavapai","Yavapai-AZ"
"AZ","Graham","Graham-AZ","AZ","Apache","Apache-AZ"
"AZ","Graham","Graham-AZ","AZ","Cochise","Cochise-AZ"
"AZ","Graham","Graham-AZ","AZ","Gila","Gila-AZ"
"AZ","Graham","Graham-AZ","AZ","Graham","Graham-AZ"
"AZ","Graham","Graham-AZ","AZ","Greenlee","Greenlee-AZ"
"AZ","Graham","Graham-AZ","AZ","Navajo","Navajo-AZ"
"AZ","Graham","Graham-AZ","AZ","Pima","Pima-AZ"
"AZ","Graham","Graham-AZ","AZ","Pinal","Pinal-AZ"
"AZ","Greenlee","Greenlee-AZ","AZ","Apache","Apache-AZ"
"AZ","Greenlee","Greenlee-AZ","AZ","Cochise","Cochise-AZ"
"AZ","Greenlee","Greenlee-AZ","AZ","Graham","Graham-AZ"
"AZ","Greenlee","Greenlee-AZ","AZ","Greenlee","Greenlee-AZ"
"AZ","Greenlee","Greenlee-AZ","NM","Catron","Catron-NM"
"AZ","Greenlee","Greenlee-AZ","NM","Grant","Grant-NM"
"AZ","Greenlee","Greenlee-AZ","NM","Hidalgo","Hidalgo-NM"
"AZ","La Paz","La Paz-AZ","AZ","La Paz","La Paz-AZ"
"AZ","La Paz","La Paz-AZ","AZ","Maricopa","Maricopa-AZ"
"AZ","La Paz","La Paz-AZ","AZ","Mohave","Mohave-AZ"
"AZ","La Paz","La Paz-AZ","AZ","Yavapai","Yavapai-AZ"
"AZ","La Paz","La Paz-AZ","AZ","Yuma","Yuma-AZ"
