"date","state","positive","negative","pending","hospitalized","death","total","fips","deathIncrease","hospitalizedIncrease","negativeIncrease","positiveIncrease","totalTestResultsIncrease","NA"
"2020-05-09","NV","6028","50083","0","0","301","56111","56111","32","8","0","2623","144","2767"
"2020-05-09","NY","333122","820646","0","72255","21271","1153768","1153768","36","226","576","29510","2715","32225"
"2020-05-09","OH","23697","172973","0","4300","1331","196670","196670","39","25","82","11673","681","12354"
"2020-05-09","OK","4490","91379","0","822","270","95869","95869","40","4","17","5946","66","6012"
"2020-05-09","OR","3160","71460","0","662","127","74620","74620","41","3","3","1835","92","1927"
"2020-05-09","PA","55316","221791","0","0","3688","277107","277107","42","72","0","5470","1078","6548"
"2020-05-09","PR","2173","0","0","0","108","2173","2173","72","1","0","0","17","17"
"2020-05-09","RI","10989","76826","0","1218","418","87815","87815","44","19","31","2339","210","2549"
"2020-05-09","SC","7531","73432","0","1252","330","80963","80963","45","14","100","7132","389","7521"
"2020-05-09","SD","3393","19559","0","253","34","22952","22952","46","3","6","1410","249","1659"
"2020-05-09","TN","14768","237980","0","1319","242","252748","252748","47","1","20","8843","327","9170"
"2020-05-09","TX","37860","451434","0","0","1049","489294","489294","48","45","0","10925","1251","12176"
"2020-05-09","UT","6103","137191","0","498","66","143294","143294","49","5","10","4422","184","4606"
"2020-05-09","VA","23196","113953","501","4717","827","137650","137149","51","15","95","6350","854","7204"
"2020-05-09","VI","68","1024","36","0","4","1128","1092","78","0","0","0","0","0"
"2020-05-09","VT","921","18606","0","0","53","19527","19527","50","0","0","517","2","519"
"2020-05-09","WA","16388","219447","0","0","905","235835","235835","53","14","0","4998","157","5155"
"2020-05-09","WI","9939","101935","204","1806","398","112078","111874","55","14","39","4670","349","5019"
"2020-05-09","WV","1335","59662","0","0","53","60997","60997","54","2","0","1536","25","1561"
"2020-05-09","WY","644","11403","0","64","7","12047","12047","56","0","4","0","9","9"
"2020-05-08","AK","377","25096","0","0","10","25473","25473","02","0","0","1129","3","1132"
"2020-05-08","AL","9221","110893","0","1207","375","120114","120114","01","26","29","4618","323","4941"
"2020-05-08","AR","3694","60300","0","466","88","63994","63994","05","1","4","3916","83","3999"
"2020-05-08","AS","0","83","0","0","0","83","83","60","0","0","0","0","0"
"2020-05-08","AZ","10526","90599","0","1482","517","101125","101125","04","67","33","4110","581","4691"
"2020-05-08","CA","62512","812760","0","0","2585","875272","875272","06","81","0","30500","1898","32398"
"2020-05-08","CO","18801","75735","0","3557","961","94536","94536","08","40","571","2218","971","3189"
"2020-05-08","CT","32411","88130","0","9389","2874","120541","120541","09","77","0","3740","627","4367"
"2020-05-08","DC","5899","21216","0","0","304","27115","27115","11","19","0","1014","245","1259"
"2020-05-08","DE","6111","22153","0","0","213","28264","28264","10","11","0","766","172","938"
"2020-05-08","FL","39199","474142","1433","7157","1738","514774","513341","12","71","167","20020","371","20391"
"2020-05-08","GA","32106","195461","0","5935","1377","227567","227567","13","41","100","9597","667","10264"
"2020-05-08","GU","151","3626","0","0","5","3777","3777","66","0","0","62","0","62"
"2020-05-08","HI","629","35989","0","74","17","36618","36618","15","0","0","1074","3","1077"
"2020-05-08","IA","11457","58804","0","0","243","70261","70261","19","12","0","3436","398","3834"
"2020-05-08","ID","2178","29092","0","206","67","31270","31270","16","1","1","360","20","380"
"2020-05-08","IL","73760","325954","0","0","3241","399714","399714","17","130","0","17784","2887","20671"
"2020-05-08","IN","23146","106982","0","4389","1447","130128","130128","18","33","4389","4703","643","5346"
"2020-05-08","KS","6501","41207","0","608","152","47708","47708","20","5","21","2529","357","2886"
"2020-05-08","KY","6129","75272","0","1684","294","81401","81401","21","11","68","2600","195","2795"
"2020-05-08","LA","30855","171561","0","0","2227","202416","202416","22","19","0","1446","203","1649"
"2020-05-08","MA","75333","290690","0","7434","4702","366023","366023","25","150","197","12779","1612","14391"
"2020-05-08","MD","30485","121702","0","5811","1560","152187","152187","24","57","148","2476","1111","3587"
"2020-05-08","ME","1374","22092","0","194","63","23466","23466","23","1","2","0","44","44"
"2020-05-08","MI","46326","213927","0","0","4393","260253","260253","26","50","0","12511","680","13191"
"2020-05-08","MN","10088","91182","0","1549","534","101270","101270","27","26","90","3126","723","3849"
"2020-05-08","MO","9489","99232","0","0","449","108721","108721","29","31","0","4951","148","5099"
"2020-05-08","MP","15","2321","0","0","2","2336","2336","69","0","0","538","0","538"
"2020-05-08","MS","9090","72101","0","1478","409","81191","81191","28","13","36","0","404","404"
"2020-05-08","MT","458","20487","0","62","16","20945","20945","30","0","0","696","2","698"
"2020-05-08","NC","13868","164745","0","0","527","178613","178613","37","20","0","6814","471","7285"
"2020-05-08","ND","1425","41076","0","104","33","42501","42501","38","2","2","1580","54","1634"
"2020-05-08","NE","7190","33222","0","0","90","40412","40412","31","4","0","2235","419","2654"
"2020-05-08","NH","2843","27829","532","308","114","31204","30672","33","3","1","1763","103","1866"
"2020-05-08","NJ","135454","163305","553","0","8952","299312","298759","34","151","0","4282","1819","6101"
"2020-05-08","NM","4493","84539","0","760","172","89032","89032","35","3","73","3146","202","3348"
"2020-05-08","NV","5884","47460","0","0","293","53344","53344","32","7","0","1869","118","1987"
"2020-05-08","NY","330407","791136","0","71679","21045","1121543","1121543","36","217","527","28869","2758","31627"
"2020-05-08","OH","23016","161300","0","4218","1306","184316","184316","39","35","78","7372","885","8257"
"2020-05-08","OK","4424","85433","0","805","266","89857","89857","40","6","0","2876","94","2970"
"2020-05-08","OR","3068","69625","0","659","124","72693","72693","41","3","14","2156","79","2235"
"2020-05-08","PA","54238","216321","0","0","3616","270559","270559","42","200","0","6448","1323","7771"
"2020-05-08","PR","2156","0","0","0","107","2156","2156","72","5","0","0","125","125"
"2020-05-08","RI","10779","74487","0","1187","399","85266","85266","44","11","34","2699","249","2948"
"2020-05-08","SC","7142","66300","0","1152","316","73442","73442","45","11","0","-4246","206","-4040"
"2020-05-08","SD","3144","18149","0","247","31","21293","21293","46","0","11","940","239","1179"
"2020-05-08","TN","14441","229137","0","1299","241","243578","243578","47","4","33","6905","345","7250"
"2020-05-08","TX","36609","440509","0","0","1004","477118","477118","48","31","0","20737","1219","21956"
"2020-05-08","UT","5919","132769","0","488","61","138688","138688","49","0","12","3950","195","4145"
"2020-05-08","VA","22342","107603","549","4622","812","130494","129945","51","43","184","6021","772","6793"
"2020-05-08","VI","68","1024","36","0","4","1128","1092","78","0","0","34","2","36"
"2020-05-08","VT","919","18089","0","0","53","19008","19008","50","0","0","554","3","557"
"2020-05-08","WA","16231","214449","0","0","891","230680","230680","53","21","0","5541","326","5867"
"2020-05-08","WI","9590","97265","204","1767","384","107059","106855","55","10","35","4230","375","4605"
"2020-05-08","WV","1310","58126","0","0","51","59436","59436","54","0","0","1892","23","1915"
"2020-05-08","WY","635","11403","0","60","7","12038","12038","56","0","1","0","4","4"
"2020-05-07","AK","374","23967","0","0","10","24341","24341","02","0","0","684","2","686"
"2020-05-07","AL","8898","106275","0","1178","349","115173","115173","01","9","20","5340","317","5657"
"2020-05-07","AR","3611","56384","0","462","87","59995","59995","05","2","9","949","43","992"
"2020-05-07","AS","0","83","0","0","0","83","83","60","0","0","0","0","0"
"2020-05-07","AZ","9945","86489","0","1449","450","96434","96434","04","24","19","4459","238","4697"
"2020-05-07","CA","60614","782260","0","0","2504","842874","842874","06","92","0","32039","1799","33838"
"2020-05-07","CO","17830","73517","0","2986","921","91347","91347","08","18","67","4905","466","5371"
"2020-05-07","CT","31784","84390","0","9389","2797","116174","116174","09","79","1631","3938","789","4727"
"2020-05-07","DC","5654","20202","0","0","285","25856","25856","11","8","0","679","193","872"
"2020-05-07","DE","5939","21387","0","0","202","27326","27326","10","9","0","697","161","858"
"2020-05-07","FL","38828","454122","1499","6990","1667","494449","492950","12","62","214","12073","826","12899"
"2020-05-07","GA","31439","185864","0","5835","1336","217303","217303","13","25","70","12423","743","13166"
"2020-05-07","GU","151","3564","0","0","5","3715","3715","66","0","0","88","0","88"
"2020-05-07","HI","626","34915","0","74","17","35541","35541","15","0","1","341","1","342"
"2020-05-07","IA","11059","55368","0","0","231","66427","66427","19","12","0","2601","655","3256"
"2020-05-07","ID","2158","28732","0","205","66","30890","30890","16","1","2","314","31","345"
"2020-05-07","IL","70873","308170","0","0","3111","379043","379043","17","137","0","15142","2641","17783"
"2020-05-07","IN","22503","102279","0","0","1414","124782","124782","18","37","0","3653","633","4286"
"2020-05-07","KS","6144","38678","0","587","147","44822","44822","20","3","16","2298","410","2708"
"2020-05-07","KY","5934","72672","0","1616","283","78606","78606","21","8","13","17480","112","17592"
"2020-05-07","LA","30652","170115","0","0","2208","200767","200767","22","93","0","5842","253","6095"
"2020-05-07","MA","73721","277911","0","7237","4552","351632","351632","25","132","157","10297","1696","11993"
"2020-05-07","MD","29374","119226","0","5663","1503","148600","148600","24","66","166","3377","1211","4588"
"2020-05-07","ME","1330","22092","0","192","62","23422","23422","23","0","1","0","76","76"
"2020-05-07","MI","45646","201416","0","0","4343","247062","247062","26","93","0","13239","592","13831"
"2020-05-07","MN","9365","88056","0","1459","508","97421","97421","27","23","54","3403","786","4189"
"2020-05-07","MO","9341","94281","0","0","418","103622","103622","29","22","0","2636","239","2875"
"2020-05-07","MP","15","1783","0","0","2","1798","1798","69","0","0","0","0","0"
"2020-05-07","MS","8686","72101","0","1442","396","80787","80787","28","22","50","0","262","262"
"2020-05-07","MT","456","19791","0","62","16","20247","20247","30","0","0","543","0","543"
"2020-05-07","NC","13397","157931","0","0","507","171328","171328","37","30","0","6207","639","6846"
"2020-05-07","ND","1371","39496","0","102","31","40867","40867","38","0","5","2187","48","2235"
"2020-05-07","NE","6771","30987","0","0","86","37758","37758","31","4","0","1297","333","1630"
"2020-05-07","NH","2740","26066","345","307","111","29151","28806","33","19","12","969","104","1073"
"2020-05-07","NJ","133635","159023","552","0","8801","293210","292658","34","252","0","1993","1745","3738"
"2020-05-07","NM","4291","81393","0","687","169","85684","85684","35","7","0","2280","153","2433"
"2020-05-07","NV","5766","45591","0","0","286","51357","51357","32","10","0","1979","103","2082"
"2020-05-07","NY","327649","762267","0","71152","20828","1089916","1089916","36","951","613","30324","3671","33995"
"2020-05-07","OH","22131","153928","0","4140","1271","176059","176059","39","46","88","6575","555","7130"
"2020-05-07","OK","4330","82557","0","805","260","86887","86887","40","7","32","3868","129","3997"
"2020-05-07","OR","2989","67469","0","645","121","70458","70458","41","6","4","2409","73","2482"
"2020-05-07","PA","52915","209873","0","0","3416","262788","262788","42","310","0","5378","1070","6448"
"2020-05-07","PR","2031","0","0","0","102","2031","2031","72","3","0","0","63","63"
"2020-05-07","RI","10530","71788","0","1153","388","82318","82318","44","18","30","2620","325","2945"
"2020-05-07","SC","6936","70546","0","1152","305","77482","77482","45","0","0","0","0","0"
"2020-05-07","SD","2905","17209","0","236","31","20114","20114","46","2","6","572","126","698"
"2020-05-07","TN","14096","222232","0","1266","237","236328","236328","47","-2","45","9069","158","9227"
"2020-05-07","TX","35390","419772","0","0","973","455162","455162","48","25","0","15256","968","16224"
"2020-05-07","UT","5724","128819","0","476","61","134543","134543","49","3","12","3412","129","3541"
"2020-05-07","VA","21570","101582","519","4438","769","123671","123152","51","56","325","8130","1314","9444"
"2020-05-07","VI","66","990","37","0","4","1093","1056","78","0","0","0","0","0"
"2020-05-07","VT","916","17535","0","0","53","18451","18451","50","1","0","567","8","575"
"2020-05-07","WA","15905","208908","0","0","870","224813","224813","53","8","0","5049","311","5360"
"2020-05-07","WI","9215","93035","219","1732","374","102469","102250","55","12","38","5209","314","5523"
"2020-05-07","WV","1287","56234","0","0","51","57521","57521","54","1","0","1698","39","1737"
"2020-05-07","WY","631","11403","0","59","7","12034","12034","56","0","-1","0","27","27"
"2020-05-06","AK","372","23283","0","0","10","23655","23655","02","1","0","962","1","963"
"2020-05-06","AL","8581","100935","0","1158","340","109516","109516","01","27","51","2454","296","2750"
"2020-05-06","AR","3568","55435","0","453","85","59003","59003","05","5","0","4296","72","4368"
"2020-05-06","AS","0","83","0","0","0","83","83","60","0","0","0","0","0"
"2020-05-06","AZ","9707","82030","0","1430","426","91737","91737","04","31","33","3075","402","3477"
"2020-05-06","CA","58815","750221","0","0","2412","809036","809036","06","95","0","26531","2603","29134"
"2020-05-06","CO","17364","68612","0","2919","903","85976","85976","08","52","81","515","457","972"
