"date","state","positive","negative","pending","hospitalized","death","total","fips","deathIncrease","hospitalizedIncrease","negativeIncrease","positiveIncrease","totalTestResultsIncrease","NA.","positive1"
"2020-04-09","Alabama",14,6988,0,27,7,7223,7223,2,0,0,146,9,155,235
"2020-04-08","Alabama",14,6842,0,27,7,7068,7068,2,1,4,142,13,155,226
"2020-04-07","Alabama",14,6700,0,23,6,6913,6913,2,0,0,8,22,30,213
"2020-04-06","Alabama",13,6692,0,23,6,6883,6883,2,0,3,593,6,599,191
"2020-04-05","Alabama",13,6099,0,20,6,6284,6284,2,1,4,230,14,244,185
"2020-04-04","Alabama",13,5869,0,16,5,6040,6040,2,2,1,10,14,24,171
"2020-04-03","Alabama",13,5859,0,15,3,6016,6016,2,0,6,980,14,994,157
"2020-04-02","Alabama",12,4879,0,9,3,5022,5022,2,0,0,409,10,419,143
"2020-04-01","Alabama",12,4470,0,9,3,4603,4603,2,0,2,876,14,890,133
"2020-03-31","Alabama",12,3594,0,7,3,3713,3713,2,0,0,54,5,59,119
"2020-03-30","Alabama",12,3540,0,7,3,3654,3654,2,1,1,308,12,320,114
"2020-03-29","Alabama",12,3232,0,6,2,3334,3334,2,0,1,396,17,413,102
"2020-03-28","Alabama",10,2836,0,5,2,2921,2921,2,1,2,517,16,533,85
"2020-03-27","Alabama",8,2319,13,3,1,2401,2388,2,0,0,518,10,528,69
"2020-03-26","Alabama",7,1801,0,3,1,1860,1860,2,0,2,152,17,169,59
"2020-03-25","Alabama",6,1649,0,1,1,1691,1691,2,1,1,663,6,669,42
"2020-03-24","Alabama",5,986,0,0,0,1022,1022,2,0,0,40,14,54,36
"2020-03-23","Alabama",4,946,0,0,0,968,968,2,0,0,0,0,0,22
"2020-03-22","Alabama",4,946,0,0,0,968,968,2,0,0,188,8,196,22
"2020-03-21","Alabama",3,758,0,0,0,772,772,2,0,0,72,2,74,14
"2020-03-20","Alabama",3,686,0,0,0,698,698,2,0,0,254,6,260,12
"2020-03-19","Alabama",2,432,0,0,0,438,438,2,0,0,26,0,26,6
"2020-03-18","Alabama",2,406,0,0,0,412,412,2,0,0,72,3,75,6
"2020-03-17","Alabama",2,334,0,0,0,337,337,2,0,0,191,2,193,3
"2020-03-16","Alabama",2,143,0,0,0,144,144,2,0,0,0,0,0,1
"2020-03-15","Alabama",2,143,0,0,0,144,144,2,0,0,0,0,0,1
"2020-03-14","Alabama",2,143,0,0,0,144,144,2,0,0,84,0,84,1
"2020-03-13","Alabama",2,59,0,0,0,60,60,2,0,0,13,1,14,1
"2020-03-12","Alabama",2,46,14,0,0,60,46,2,0,0,0,0,0,0
"2020-03-11","Alabama",2,46,14,0,0,60,46,2,0,0,23,0,23,0
"2020-03-10","Alabama",2,23,9,0,0,32,23,2,0,0,0,0,0,0
"2020-03-09","Alabama",2,23,9,0,0,32,23,2,0,0,9,0,9,0
"2020-03-08","Alabama",2,14,6,0,0,20,14,2,0,0,2,0,2,0
"2020-03-07","Alabama",2,12,2,0,0,14,12,2,0,0,4,0,4,0
"2020-03-06","Alabama",2,8,1,0,0,9,8,2,0,0,0,0,0,0
"2020-03-05","Alabama",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-04","Alabama",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-03","Alabama",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-02","Alabama",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-01","Alabama",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-29","Alabama",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-28","Alabama",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-04-09","Alaska",37,18058,0,333,74,20827,20827,1,8,19,1305,400,1705,2769
"2020-04-08","Alaska",35,16753,0,314,66,19122,19122,1,10,43,3956,250,4206,2369
"2020-04-07","Alaska",34,12797,0,271,56,14916,14916,1,6,31,0,151,151,2119
"2020-04-06","Alaska",33,12797,0,240,50,14765,14765,1,5,9,1515,172,1687,1968
"2020-04-05","Alaska",33,11282,0,231,45,13078,13078,1,2,19,2009,216,2225,1796
"2020-04-04","Alaska",32,9273,0,212,43,10853,10853,1,8,212,1086,148,1234,1580
"2020-04-03","Alaska",31,8187,0,0,35,9619,9619,1,3,0,684,199,883,1432
"2020-04-02","Alaska",30,7503,0,0,32,8736,8736,1,6,0,806,156,962,1233
"2020-04-01","Alaska",30,6697,0,0,26,7774,7774,1,13,0,399,96,495,1077
"2020-03-31","Alaska",29,6298,0,0,13,7279,7279,1,7,0,604,122,726,981
"2020-03-30","Alaska",27,5694,0,0,6,6553,6553,1,2,0,1510,53,1563,859
"2020-03-29","Alaska",26,4184,0,0,4,4990,4990,1,1,0,0,110,110,806
"2020-03-28","Alaska",23,4184,0,0,3,4880,4880,1,0,0,0,109,109,696
"2020-03-27","Alaska",21,4184,0,0,3,4771,4771,1,2,0,591,81,672,587
"2020-03-26","Alaska",20,3593,0,0,1,4099,4099,1,1,0,1064,223,1287,506
"2020-03-25","Alaska",15,2529,0,0,0,2812,2812,1,0,0,423,68,491,283
"2020-03-24","Alaska",14,2106,0,0,0,2321,2321,1,0,0,441,48,489,215
"2020-03-23","Alaska",13,1665,0,0,0,1832,1832,1,0,0,201,29,230,167
"2020-03-22","Alaska",12,1464,0,0,0,1602,1602,1,0,0,1436,14,1450,138
"2020-03-21","Alaska",12,28,0,0,0,152,152,1,0,0,0,43,43,124
"2020-03-20","Alaska",10,28,0,0,0,109,109,1,0,0,0,13,13,81
"2020-03-19","Alaska",8,28,0,0,0,96,96,1,0,0,0,22,22,68
"2020-03-18","Alaska",6,28,0,0,0,74,74,1,0,0,0,10,10,46
"2020-03-17","Alaska",5,28,0,0,0,64,64,1,0,0,0,8,8,36
"2020-03-16","Alaska",4,28,40,0,0,96,56,1,0,0,0,16,16,28
"2020-03-15","Alaska",3,28,46,0,0,86,40,1,0,0,6,6,12,12
"2020-03-14","Alaska",2,22,46,0,0,74,28,1,0,0,11,5,16,6
"2020-03-13","Alaska",2,11,0,0,0,12,12,1,0,0,1,1,2,1
"2020-03-12","Alaska",2,10,0,0,0,10,10,1,0,0,0,0,0,0
"2020-03-11","Alaska",2,10,0,0,0,10,10,1,0,0,10,0,10,0
"2020-03-10","Alaska",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"2020-03-09","Alaska",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"2020-03-08","Alaska",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"2020-03-07","Alaska",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"2020-03-06","Alaska",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-05","Alaska",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-04","Alaska",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-03","Alaska",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-02","Alaska",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-01","Alaska",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-29","Alaska",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-28","Alaska",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-04-09","Arizona",38,34160,0,0,89,37178,37178,4,9,0,2322,292,2614,3018
"2020-04-08","Arizona",36,31838,0,0,80,34564,34564,4,7,0,1038,151,1189,2726
"2020-04-07","Arizona",36,30800,0,0,73,33375,33375,4,8,0,722,119,841,2575
"2020-04-06","Arizona",35,30078,0,0,65,32534,32534,4,1,0,4937,187,5124,2456
"2020-04-05","Arizona",35,25141,0,0,64,27410,27410,4,12,0,0,250,250,2269
"2020-04-04","Arizona",34,25141,0,0,52,27160,27160,4,11,0,2237,250,2487,2019
"2020-04-03","Arizona",33,22904,0,0,41,24673,24673,4,9,0,1793,171,1964,1769
"2020-04-02","Arizona",32,21111,0,0,32,22709,22709,4,3,0,1466,185,1651,1598
"2020-04-01","Arizona",31,19645,0,0,29,21058,21058,4,5,0,1563,124,1687,1413
"2020-03-31","Arizona",31,18082,0,0,24,19371,19371,4,4,0,2480,132,2612,1289
"2020-03-30","Arizona",30,15602,0,0,20,16759,16759,4,3,0,2649,238,2887,1157
"2020-03-29","Arizona",28,12953,0,0,17,13872,13872,4,2,0,5498,46,5544,919
"2020-03-28","Arizona",27,7455,21,0,15,8349,8328,4,2,0,0,137,137,873
"2020-03-27","Arizona",24,7455,30,0,13,8221,8191,4,5,0,7108,159,7267,736
"2020-03-26","Arizona",21,347,33,0,8,957,924,4,2,0,24,127,151,577
"2020-03-25","Arizona",19,323,53,0,6,826,773,4,1,0,10,93,103,450
"2020-03-24","Arizona",17,313,22,0,5,692,670,4,3,0,4,92,96,357
"2020-03-23","Arizona",15,309,6,0,2,580,574,4,0,0,27,113,140,265
"2020-03-22","Arizona",13,282,87,0,2,521,434,4,1,0,42,48,90,152
"2020-03-21","Arizona",12,240,122,0,1,466,344,4,1,0,29,39,68,104
"2020-03-20","Arizona",8,211,101,0,0,377,276,4,0,0,36,21,57,65
"2020-03-19","Arizona",6,175,130,0,0,349,219,4,0,0,27,16,43,44
"2020-03-18","Arizona",4,148,102,0,0,278,176,4,0,0,6,8,14,28
"2020-03-17","Arizona",4,142,66,0,0,228,162,4,0,0,17,2,19,20
"2020-03-16","Arizona",3,125,63,0,0,206,143,4,0,0,4,6,10,18
"2020-03-15","Arizona",3,121,50,0,0,183,133,4,0,0,0,0,0,12
"2020-03-14","Arizona",3,121,50,0,0,183,133,4,0,0,27,3,30,12
"2020-03-13","Arizona",2,94,40,0,0,143,103,4,0,0,12,0,12,9
"2020-03-12","Arizona",2,82,24,0,0,115,91,4,0,0,23,0,23,9
"2020-03-11","Arizona",2,59,32,0,0,100,68,4,0,0,8,3,11,9
"2020-03-10","Arizona",2,51,27,0,0,84,57,4,0,0,7,1,8,6
"2020-03-09","Arizona",2,44,7,0,0,56,49,4,0,0,0,0,0,5
"2020-03-08","Arizona",2,44,7,0,0,56,49,4,0,0,0,0,0,5
"2020-03-07","Arizona",2,44,7,0,0,56,49,4,0,0,11,2,13,5
"2020-03-06","Arizona",2,33,15,0,0,51,36,4,0,0,5,1,6,3
"2020-03-05","Arizona",2,28,6,0,0,36,30,4,0,0,1,0,1,2
"2020-03-04","Arizona",2,27,5,0,0,34,29,4,0,0,0,0,0,2
"2020-03-03","Arizona",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-02","Arizona",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-01","Arizona",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-29","Arizona",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-28","Arizona",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-04-09","Arkansas",30,13832,0,130,21,14951,14951,5,3,0,302,119,421,1119
"2020-04-08","Arkansas",30,13530,0,130,18,14530,14530,5,2,-18,838,54,892,1000
"2020-04-07","Arkansas",28,12692,0,148,16,13638,13638,5,0,11,722,71,793,946
"2020-04-06","Arkansas",27,11970,0,137,16,12845,12845,5,0,7,1558,45,1603,875
"2020-04-05","Arkansas",26,10412,0,130,16,11242,11242,5,2,24,785,87,872,830
"2020-04-04","Arkansas",24,9627,0,106,14,10370,10370,5,2,1,632,39,671,743
"2020-04-03","Arkansas",24,8995,0,105,12,9699,9699,5,0,5,1115,61,1176,704
"2020-04-02","Arkansas",22,7880,0,100,12,8523,8523,5,2,10,526,59,585,643
"2020-04-01","Arkansas",21,7354,0,90,10,7938,7938,5,2,90,1395,61,1456,584
"2020-03-31","Arkansas",20,5959,0,0,8,6482,6482,5,1,0,697,50,747,523
"2020-03-30","Arkansas",19,5262,0,0,7,5735,5735,5,1,0,2235,47,2282,473
"2020-03-29","Arkansas",18,3027,0,0,6,3453,3453,5,1,0,89,22,111,426
"2020-03-28","Arkansas",18,2938,0,0,5,3342,3342,5,2,0,1393,23,1416,404
"2020-03-27","Arkansas",17,1545,0,0,3,1926,1926,5,0,0,41,46,87,381
"2020-03-26","Arkansas",16,1504,0,0,3,1839,1839,5,1,0,67,55,122,335
"2020-03-25","Arkansas",15,1437,0,0,2,1717,1717,5,2,0,490,62,552,280
"2020-03-24","Arkansas",14,947,0,0,0,1165,1165,5,0,0,41,44,85,218
"2020-03-23","Arkansas",13,906,0,0,0,1080,1080,5,0,0,195,9,204,174
"2020-03-22","Arkansas",13,711,119,0,0,995,876,5,0,0,144,47,191,165
"2020-03-21","Arkansas",12,567,154,0,0,839,685,5,0,0,216,22,238,118
"2020-03-20","Arkansas",11,351,203,0,0,650,447,5,0,0,41,50,91,96
"2020-03-19","Arkansas",6,310,113,0,0,469,356,5,0,0,74,13,87,46
"2020-03-18","Arkansas",5,236,50,0,0,319,269,5,0,0,39,11,50,33
"2020-03-17","Arkansas",4,197,41,0,0,260,219,5,0,0,65,0,65,22
"2020-03-16","Arkansas",4,132,14,0,0,168,154,5,0,0,29,6,35,22
"2020-03-15","Arkansas",3,103,30,0,0,149,119,5,0,0,38,4,42,16
"2020-03-14","Arkansas",3,65,26,0,0,103,77,5,0,0,35,3,38,12
"2020-03-13","Arkansas",2,30,22,0,0,61,39,5,0,0,6,3,9,9
"2020-03-12","Arkansas",2,24,20,0,0,50,30,5,0,0,12,6,18,6
"2020-03-11","Arkansas",2,12,14,0,0,26,12,5,0,0,0,0,0,0
"2020-03-10","Arkansas",2,12,3,0,0,15,12,5,0,0,0,0,0,0
"2020-03-09","Arkansas",2,12,0,0,0,12,12,5,0,0,6,0,6,0
"2020-03-08","Arkansas",2,6,0,0,0,6,6,5,0,0,0,0,0,0
"2020-03-07","Arkansas",2,6,0,0,0,6,6,5,0,0,0,0,0,0
"2020-03-06","Arkansas",2,6,0,0,0,6,6,5,0,0,0,0,0,0
"2020-03-05","Arkansas",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-04","Arkansas",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-03","Arkansas",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-02","Arkansas",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-01","Arkansas",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-29","Arkansas",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-28","Arkansas",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-04-09","California",74,145191,14100,0,492,177600,163500,6,50,0,17884,1352,19236,18309
"2020-04-08","California",72,127307,14600,0,442,158864,144264,6,68,0,11943,1092,13035,16957
"2020-04-07","California",71,115364,14100,0,374,145329,131229,6,31,0,12269,1529,13798,15865
"2020-04-06","California",70,103095,15000,0,343,132431,117431,6,24,0,0,898,898,14336
"2020-04-05","California",69,103095,15000,0,319,131533,116533,6,43,0,1421,1412,2833,13438
"2020-04-04","California",68,101674,13000,0,276,126700,113700,6,39,0,77075,1325,78400,12026
"2020-04-03","California",66,24599,59500,0,237,94800,35300,6,34,0,790,1510,2300,10701
"2020-04-02","California",62,23809,59500,0,203,92500,33000,6,32,0,2037,1036,3073,9191
"2020-04-01","California",58,21772,57400,0,171,87327,29927,6,18,0,0,673,673,8155
"2020-03-31","California",55,21772,57400,0,153,86654,29254,6,20,0,1223,1035,2258,7482
"2020-03-30","California",51,20549,64400,0,133,91396,26996,6,10,0,0,739,739,6447
"2020-03-29","California",48,20549,64400,0,123,90657,26257,6,22,0,0,1065,1065,5708
"2020-03-28","California",44,20549,64400,0,101,89592,25192,6,23,0,3169,764,3933,4643
"2020-03-27","California",41,17380,57400,0,78,78659,21259,6,13,0,0,873,873,3879
"2020-03-26","California",38,17380,57400,0,65,77786,20386,6,12,0,1459,651,2110,3006
"2020-03-25","California",35,15921,48600,0,53,66876,18276,6,13,0,2469,253,2722,2355
"2020-03-24","California",34,13452,12100,0,40,27654,15554,6,13,0,885,369,1254,2102
"2020-03-23","California",32,12567,12100,0,27,26400,14300,6,0,0,1263,197,1460,1733
"2020-03-22","California",32,11304,0,0,27,12840,12840,6,3,0,55,257,312,1536
"2020-03-21","California",31,11249,0,0,24,12528,12528,6,4,0,825,216,1041,1279
"2020-03-20","California",30,10424,0,0,20,11487,11487,6,2,0,1637,139,1776,1063
"2020-03-19","California",28,8787,0,0,18,9711,9711,6,5,0,806,313,1119,924
"2020-03-18","California",22,7981,0,0,13,8592,8592,6,2,0,0,128,128,611
"2020-03-17","California",19,7981,0,0,11,8464,8464,6,5,0,0,148,148,483
"2020-03-16","California",16,7981,0,0,6,8316,8316,6,1,0,7065,42,7107,335
"2020-03-15","California",15,916,0,0,5,1209,1209,6,0,0,0,41,41,293
"2020-03-14","California",15,916,0,0,5,1168,1168,6,1,0,0,50,50,252
"2020-03-13","California",14,916,0,0,4,1118,1118,6,0,0,0,0,0,202
"2020-03-12","California",14,916,0,0,4,1118,1118,6,4,0,0,45,45,202
"2020-03-11","California",13,916,0,0,0,1073,1073,6,0,0,226,24,250,157
"2020-03-10","California",12,690,0,0,0,823,823,6,0,0,0,19,19,133
"2020-03-09","California",12,690,0,0,0,804,804,6,0,0,228,26,254,114
"2020-03-08","California",10,462,0,0,0,550,550,6,0,0,0,19,19,88
"2020-03-07","California",8,462,0,0,0,531,531,6,0,0,0,9,9,69
"2020-03-06","California",8,462,0,0,0,522,522,6,0,0,0,7,7,60
"2020-03-05","California",7,462,0,0,0,515,515,6,0,0,0,0,0,53
"2020-03-04","California",7,462,0,0,0,515,515,6,0,0,0,0,0,53
"2020-03-03","California",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-02","California",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-01","California",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-29","California",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-28","California",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-04-09","Colorado",48,23544,0,1162,193,29199,29199,8,14,83,879,226,1105,5655
"2020-04-08","Colorado",47,22665,0,1079,179,28094,28094,8,29,85,962,257,1219,5429
"2020-04-07","Colorado",46,21703,0,994,150,26875,26875,8,10,70,880,222,1102,5172
"2020-04-06","Colorado",45,20823,0,924,140,25773,25773,8,14,49,1488,385,1873,4950
"2020-04-05","Colorado",44,19335,0,875,126,23900,23900,8,15,52,1437,392,1829,4565
"2020-04-04","Colorado",42,17898,0,823,111,22071,22071,8,14,113,1215,445,1660,4173
"2020-04-03","Colorado",40,16683,0,710,97,20411,20411,8,17,90,1380,386,1766,3728
"2020-04-02","Colorado",39,15303,0,620,80,18645,18645,8,11,111,1420,376,1796,3342
"2020-04-01","Colorado",37,13883,0,509,69,16849,16849,8,18,95,1146,339,1485,2966
"2020-03-31","Colorado",36,12737,0,414,51,15364,15364,8,0,0,0,0,0,2627
"2020-03-30","Colorado",36,12737,0,414,51,15364,15364,8,7,140,1522,566,2088,2627
"2020-03-29","Colorado",34,11215,0,274,44,13276,13276,8,13,35,1273,327,1600,2061
"2020-03-28","Colorado",32,9942,0,239,31,11676,11676,8,7,55,1250,304,1554,1734
"2020-03-27","Colorado",31,8692,0,184,24,10122,10122,8,5,36,1714,344,2058,1430
"2020-03-26","Colorado",30,6978,0,148,19,8064,8064,8,8,64,189,174,363,1086
"2020-03-25","Colorado",28,6789,0,84,11,7701,7701,8,4,12,1285,192,1477,912
"2020-03-24","Colorado",24,5504,0,72,7,6224,6224,8,1,14,659,129,788,720
"2020-03-23","Colorado",21,4845,0,58,6,5436,5436,8,1,9,770,116,886,591
"2020-03-22","Colorado",19,4075,0,49,5,4550,4550,8,1,5,758,112,870,475
"2020-03-21","Colorado",17,3317,0,44,4,3680,3680,8,1,44,642,86,728,363
"2020-03-20","Colorado",15,2675,0,0,3,2952,2952,8,1,0,563,61,624,277
"2020-03-19","Colorado",14,2112,0,0,2,2328,2328,8,0,0,495,33,528,216
"2020-03-18","Colorado",13,1617,0,0,2,1800,1800,8,1,0,561,23,584,183
"2020-03-17","Colorado",13,1056,0,0,1,1216,1216,8,0,0,429,29,458,160
"2020-03-16","Colorado",12,627,0,0,1,758,758,8,0,0,0,0,0,131
"2020-03-15","Colorado",12,627,0,0,1,758,758,8,0,0,17,30,47,131
"2020-03-14","Colorado",12,610,0,0,1,711,711,8,1,0,86,29,115,101
"2020-03-13","Colorado",9,524,0,0,0,596,596,8,0,0,226,27,253,72
"2020-03-12","Colorado",6,298,0,0,0,343,343,8,0,0,47,17,64,45
"2020-03-11","Colorado",4,251,0,0,0,279,279,8,0,0,109,16,125,28
"2020-03-10","Colorado",3,142,1,0,0,155,154,8,0,0,9,3,12,12
"2020-03-09","Colorado",2,133,0,0,0,142,142,8,0,0,29,1,30,9
"2020-03-08","Colorado",2,104,0,0,0,112,112,8,0,0,49,0,49,8
"2020-03-07","Colorado",2,55,69,0,0,132,63,8,0,0,9,6,15,8
"2020-03-06","Colorado",2,46,30,0,0,78,48,8,0,0,27,2,29,2
"2020-03-05","Colorado",2,19,21,0,0,40,19,8,0,0,0,0,0,0
"2020-03-04","Colorado",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-03","Colorado",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-02","Colorado",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-01","Colorado",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-29","Colorado",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-28","Colorado",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-04-09","Connecticut",65,23718,0,0,380,33502,33502,9,103,0,2463,2003,4466,9784
"2020-04-08","Connecticut",57,21255,0,0,277,29036,29036,9,0,0,0,0,0,7781
"2020-04-07","Connecticut",57,21255,0,0,277,29036,29036,9,71,0,1475,875,2350,7781
"2020-04-06","Connecticut",53,19780,0,0,206,26686,26686,9,17,0,2185,1231,3416,6906
"2020-04-05","Connecticut",48,17595,0,0,189,23270,23270,9,24,0,842,399,1241,5675
"2020-04-04","Connecticut",47,16753,0,0,165,22029,22029,9,34,0,1652,362,2014,5276
"2020-04-03","Connecticut",45,15101,0,0,131,20015,20015,9,19,0,625,1090,1715,4914
"2020-04-02","Connecticut",41,14476,0,0,112,18300,18300,9,27,0,1433,267,1700,3824
"2020-04-01","Connecticut",40,13043,0,0,85,16600,16600,9,16,0,14,429,443,3557
"2020-03-31","Connecticut",38,13029,0,0,69,16157,16157,9,33,0,1000,557,1557,3128
"2020-03-30","Connecticut",36,12029,0,0,36,14600,14600,9,2,0,2122,578,2700,2571
"2020-03-29","Connecticut",33,9907,0,0,34,11900,11900,9,7,0,2798,702,3500,1993
"2020-03-28","Connecticut",31,7109,0,0,27,8400,8400,9,0,0,0,0,0,1291
"2020-03-27","Connecticut",31,7109,0,0,27,8400,8400,9,6,0,1484,279,1763,1291
"2020-03-26","Connecticut",30,5625,0,0,21,6637,6637,9,2,0,602,137,739,1012
"2020-03-25","Connecticut",27,5023,0,0,19,5898,5898,9,7,0,341,257,598,875
"2020-03-24","Connecticut",22,4682,0,0,12,5300,5300,9,2,0,597,203,800,618
"2020-03-23","Connecticut",18,4085,0,0,10,4500,4500,9,5,0,1208,192,1400,415
"2020-03-22","Connecticut",14,2877,0,0,5,3100,3100,9,1,0,771,29,800,223
"2020-03-21","Connecticut",13,2106,0,0,4,2300,2300,9,1,0,1502,0,1502,194
"2020-03-20","Connecticut",13,604,0,0,3,798,798,9,2,0,0,98,98,194
"2020-03-19","Connecticut",11,604,0,0,1,700,700,9,1,0,479,28,507,96
"2020-03-18","Connecticut",8,125,0,0,0,193,193,9,0,0,0,27,27,68
"2020-03-17","Connecticut",6,125,0,0,0,166,166,9,0,0,0,15,15,41
"2020-03-16","Connecticut",4,125,0,0,0,151,151,9,0,0,0,6,6,26
"2020-03-15","Connecticut",4,125,0,0,0,145,145,9,0,0,0,9,9,20
"2020-03-14","Connecticut",3,125,0,0,0,136,136,9,0,0,26,5,31,11
"2020-03-13","Connecticut",2,99,0,0,0,105,105,9,0,0,10,0,10,6
"2020-03-12","Connecticut",2,89,0,0,0,95,95,9,0,0,18,3,21,6
"2020-03-11","Connecticut",2,71,0,0,0,74,74,9,0,0,17,1,18,3
"2020-03-10","Connecticut",2,54,0,0,0,56,56,9,0,0,8,1,9,2
"2020-03-09","Connecticut",2,46,0,0,0,47,47,9,0,0,17,0,17,1
"2020-03-08","Connecticut",2,29,8,0,0,38,30,9,0,0,29,1,30,1
"2020-03-07","Connecticut",2,0,0,0,0,0,0,9,0,0,0,0,0,0
"2020-03-06","Connecticut",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-05","Connecticut",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-04","Connecticut",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-03","Connecticut",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-02","Connecticut",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-01","Connecticut",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-29","Connecticut",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-28","Connecticut",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-04-09","Delaware",30,8683,0,0,23,9890,9890,10,7,0,1055,279,1334,1207
"2020-04-08","Delaware",28,7628,0,0,16,8556,8556,10,0,0,0,0,0,928
"2020-04-07","Delaware",28,7628,0,0,16,8556,8556,10,2,0,1307,255,1562,928
"2020-04-06","Delaware",23,6321,0,0,14,6994,6994,10,0,0,0,0,0,673
"2020-04-05","Delaware",23,6321,0,0,14,6994,6994,10,0,0,447,80,527,673
"2020-04-04","Delaware",21,5874,0,0,14,6467,6467,10,0,0,879,143,1022,593
"2020-04-03","Delaware",19,4995,0,0,14,5445,5445,10,2,0,429,57,486,450
"2020-04-02","Delaware",17,4566,0,0,12,4959,4959,10,1,0,551,25,576,393
"2020-04-01","Delaware",17,4015,0,0,11,4383,4383,10,1,0,319,49,368,368
"2020-03-31","Delaware",16,3696,0,0,10,4015,4015,10,4,0,1480,55,1535,319
"2020-03-30","Delaware",15,2216,0,0,6,2480,2480,10,0,0,2180,32,2212,264
"2020-03-29","Delaware",14,36,0,0,6,268,268,10,3,0,0,18,18,232
"2020-03-28","Delaware",14,36,0,0,3,250,250,10,1,0,0,51,51,214
"2020-03-27","Delaware",13,36,0,0,2,199,199,10,1,0,0,33,33,163
"2020-03-26","Delaware",12,36,0,0,1,166,166,10,1,0,0,15,15,130
"2020-03-25","Delaware",12,36,0,0,0,151,151,10,0,0,0,24,24,115
"2020-03-24","Delaware",11,36,0,0,0,127,127,10,0,0,0,23,23,91
"2020-03-23","Delaware",8,36,0,0,0,104,104,10,0,0,0,12,12,68
"2020-03-22","Delaware",7,36,0,0,0,92,92,10,0,0,0,11,11,56
"2020-03-21","Delaware",6,36,0,0,0,81,81,10,0,0,0,7,7,45
"2020-03-20","Delaware",5,36,0,0,0,74,74,10,0,0,0,8,8,38
"2020-03-19","Delaware",5,36,0,0,0,66,66,10,0,0,0,5,5,30
"2020-03-18","Delaware",4,36,0,0,0,61,61,10,0,0,0,9,9,25
"2020-03-17","Delaware",3,36,0,0,0,52,52,10,0,0,0,8,8,16
"2020-03-16","Delaware",2,36,32,0,0,76,44,10,0,0,0,2,2,8
"2020-03-15","Delaware",2,36,32,0,0,74,42,10,0,0,0,0,0,6
"2020-03-14","Delaware",2,36,32,0,0,74,42,10,0,0,6,2,8,6
"2020-03-13","Delaware",2,30,10,0,0,44,34,10,0,0,7,0,7,4
"2020-03-12","Delaware",2,23,14,0,0,41,27,10,0,0,6,3,9,4
